Period,ISIN,Weights,Start Date,End Date,Country
9,US6687711084,5.3041119784062500000%,09/30/2019,01/03/2020,United States
9,US34959E1091,3.2707621337943000000%,09/30/2019,01/03/2020,United States
9,US6792951054,7.0963496403466800000%,09/30/2019,01/03/2020,United States
9,US7434241037,2.0434089692462300000%,09/30/2019,01/03/2020,United States
9,US98980G1022,3.0508259651361600000%,09/30/2019,01/03/2020,United States
9,IL0011334468,3.1778367079432000000%,09/30/2019,01/03/2020,Israel
9,US74758T3032,0.6877647206915460000%,09/30/2019,01/03/2020,United States
9,US31816Q1013,1.5246289512223300000%,09/30/2019,01/03/2020,United States
9,US7534221046,0.8919113154905170000%,09/30/2019,01/03/2020,United States
9,GB00BYT5JK65,0.6259435976346690000%,09/30/2019,01/03/2020,Jersey
9,US88025T1025,0.4997463190878930000%,09/30/2019,01/03/2020,United States
9,US9222801022,0.6328964376421140000%,09/30/2019,01/03/2020,United States
9,US34553D1019,0.5488088530199300000%,09/30/2019,01/03/2020,United States
9,US78781P1057,0.8410767533855940000%,09/30/2019,01/03/2020,United States
9,IL0010834765,0.1091190601396150000%,09/30/2019,01/03/2020,Israel
9,US60739U2042,0.1657205877193510000%,09/30/2019,01/03/2020,United States
9,US68287N1000,0.0803161205712057000%,09/30/2019,01/03/2020,United States
9,IL0011571556,0.2449255211850930000%,09/30/2019,01/03/2020,Israel
9,US1413371055,0.3757832298282500000%,09/30/2019,01/03/2020,United States
9,US0021211018,0.0640441387959295000%,09/30/2019,01/03/2020,United States
9,US8936411003,4.4830631792885300000%,09/30/2019,01/03/2020,United States
9,US0995021062,1.8922948935549900000%,09/30/2019,01/03/2020,United States
9,US3024451011,1.2368423724328300000%,09/30/2019,01/03/2020,United States
9,CA1247651088,0.1553361751093210000%,09/30/2019,01/03/2020,Canada
9,US2315611010,0.9275094657694640000%,09/30/2019,01/03/2020,United States
9,US6153942023,0.3345943946485700000%,09/30/2019,01/03/2020,United States
9,US2296691064,0.5031288470230950000%,09/30/2019,01/03/2020,United States
9,US4835481031,0.2210798440779890000%,09/30/2019,01/03/2020,United States
9,US0003611052,0.2748752460385720000%,09/30/2019,01/03/2020,United States
9,US8968181011,0.3498853684039290000%,09/30/2019,01/03/2020,United States
9,US5948374039,0.3207416729206780000%,09/30/2019,01/03/2020,United Kingdom
9,US54142L1098,1.1108341472168700000%,09/30/2019,01/03/2020,United States
9,US92343X1000,1.0161800098685800000%,09/30/2019,01/03/2020,United States
