S.No,Date,"Index Value PR","Market CAP PR","Divisor PR","Index Value TR","Market CAP TR","Divisor TR","Index Value NTR","Market CAP NTR","Divisor NTR",ISIN,Currency,Country,TAX,"Share PR","Share TR","Share NTR","Local Price","USD PRICE","MCAP PR","MCAP TR","MCAP NTR","Currency Price","Price Date","Weight PR","Weight TR","Weight NTR",Dividend,"Special Dividend",Split,Spin
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,US76169B1026,USD,"United States","30%       ",184.97546243866,184.97546243866,184.97546243866,21.8,21.8,4032.4650811627,4032.4650811627,4032.4650811627,1,2016-04-29,0.042087483409491,0.042087483409491,0.042087483409491,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,US6247581084,USD,"United States","30%       ",523.50427350427,523.50427350427,523.50427350427,10.75,10.75,5627.6709401709,5627.6709401709,5627.6709401709,1,2016-04-29,0.058736902257372,0.058736902257372,0.058736902257372,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,US3535141028,USD,"United States","30%       ",135.50884955752,135.50884955752,135.50884955752,31.59,31.59,4280.7245575221,4280.7245575221,4280.7245575221,1,2016-04-29,0.044678607295805,0.044678607295805,0.044678607295805,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,US9427491025,USD,"United States","30%       ",82.115044187681,82.115044187681,82.115044187681,55.87,55.87,4587.7675187657,4587.7675187657,4587.7675187657,1,2016-04-29,0.047883263821588,0.047883263821588,0.047883263821588,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,US1307881029,USD,"United States","30%       ",169.37876014675,169.37876014675,169.37876014675,27.93,27.93,4730.7487708988,4730.7487708988,4730.7487708988,1,2016-04-29,0.04937558203288,0.04937558203288,0.04937558203288,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,CA29269C2076,CAD,Canada,"25%       ",329.27825932892,329.27825932892,329.27825932892,15.9,12.693597317579,4179.7256293547,4179.7256293547,4179.7256293547,1.2526,2016-04-29,0.043624465318611,0.043624465318611,0.043624465318611,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,US00790R1041,USD,"United States","30%       ",122.24845332286,122.24845332286,122.24845332286,23.12,23.12,2826.3842408245,2826.3842408245,2826.3842408245,1,2016-04-29,0.029499424657199,0.029499424657199,0.029499424657199,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,KYG258851156,HKD,"Cayman Islands","0%        ",9175.217915457,9175.217915457,9175.217915457,2.27,0.29263136183159,2684.9565137018,2684.9565137018,2684.9565137018,7.7572,2016-04-29,0.028023320835068,0.028023320835068,0.028023320835068,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,MX01AG050009,MXN,Mexico,"10%       ",1746.5287300758,1746.5287300758,1746.5287300758,34.72,2.0269481353478,3540.1231527586,3540.1231527586,3540.1231527586,17.1292,2016-04-29,0.03694883190813,0.03694883190813,0.03694883190813,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,US0565251081,USD,"United States","30%       ",50.212142381276,50.212142381276,50.212142381276,71.33,71.33,3581.6321160564,3581.6321160564,3581.6321160564,1,2016-04-29,0.037382067601181,0.037382067601181,0.037382067601181,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,SG1BI7000000,SGD,Singapore,"0%        ",2921.1512291122,2921.1512291122,2921.1512291122,0.7,0.52081395781407,1521.3763330074,1521.3763330074,1521.3763330074,1.34405,2016-04-29,0.015878848269302,0.015878848269302,0.015878848269302,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,PHY569991086,PHP,Philippines,"30%       ",4194.1811037414,4194.1811037414,4194.1811037414,27.75,0.59184217541989,2482.2932685433,2482.2932685433,2482.2932685433,46.8875,2016-04-29,0.025908092111038,0.025908092111038,0.025908092111038,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,KYG521541048,HKD,"Cayman Islands","0%        ",3493.4939566904,3493.4939566904,3493.4939566904,1.76,0.22688598979013,792.62483418954,792.62483418954,792.62483418954,7.7572,2016-04-29,0.0082727522464458,0.0082727522464458,0.0082727522464458,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,BMG210901242,HKD,Bermuda,"0%        ",2876.566740932,2876.566740932,2876.566740932,3.84,0.49502397772392,1423.9695102845,1423.9695102845,1423.9695102845,7.7572,2016-04-29,0.014862197671515,0.014862197671515,0.014862197671515,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,TH0961010Y04,THB,Thailand,"10%       ",4512.2093494312,4512.2093494312,4512.2093494312,10.3,0.29487546521615,1330.5398310662,1330.5398310662,1330.5398310662,34.93,2016-04-29,0.013887057156988,0.013887057156988,0.013887057156988,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,US7843051043,USD,"United States","30%       ",52.515992544957,52.515992544957,52.515992544957,34.41,34.41,1807.075303472,1807.075303472,1807.075303472,1,2016-04-29,0.018860734147424,0.018860734147424,0.018860734147424,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,HK0882007260,HKD,"Hong Kong","0%        ",1434.803350344,1434.803350344,1434.803350344,3.87,0.49889135254989,715.81098409623,715.81098409623,715.81098409623,7.7572,2016-04-29,0.0074710337997013,0.0074710337997013,0.0074710337997013,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,CNE1000004G9,HKD,China,"10%       ",1214.0248318698,1214.0248318698,1214.0248318698,4.34,0.55948022482339,679.22288587567,679.22288587567,679.22288587567,7.7572,2016-04-29,0.0070891579629988,0.0070891579629988,0.0070891579629988,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,AEN000501017,AED,"United Arab Emirates","0%        ",1945.6195319439,1945.6195319439,1945.6195319439,1.38,0.37571978927021,731.00776054195,731.00776054195,731.00776054195,3.67295,2016-04-29,0.0076296449875637,0.0076296449875637,0.0076296449875637,,,,
1,2016-04-29,958.57869970716,95811.503907913,99.951630405708,977.16376836334,95811.503907913,98.050610358168,973.87902668082,95811.503907913,98.381319735839,SG1DE3000009,SGD,Singapore,"0%        ",487.24919512574,487.24919512574,487.24919512574,1.395,1.0379078159295,505.71974792634,505.71974792634,505.71974792634,1.34405,2016-04-29,0.005278277944707,0.005278277944707,0.005278277944707,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,US0304201033,USD,"United States","30%       ",92.177092819598,92.177092819598,92.177092819598,72.76,72.76,6706.8052735539,6706.8052735539,6706.8052735539,1,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,US29670G1022,USD,"United States","30%       ",211.83844831187,211.83844831187,211.83844831187,31.66,31.66,6706.8052735539,6706.8052735539,6706.8052735539,1,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,US8318652091,USD,"United States","30%       ",86.853215145739,86.853215145739,86.853215145739,77.22,77.22,6706.8052735539,6706.8052735539,6706.8052735539,1,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,HK0270001396,HKD,"Hong Kong","0%        ",4729.6390789102,4729.6390789102,4729.6390789102,11,1.4180374361883,6706.8052735539,6706.8052735539,6706.8052735539,7.7572,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,QA0006929812,QAR,Qatar,"0%        ",116.91619020694,116.91619020694,116.91619020694,208.8,57.364213302563,6706.8052735539,6706.8052735539,6706.8052735539,3.6399,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,HK0257001336,HKD,"Hong Kong","0%        ",5966.2878289005,5966.2878289005,5966.2878289005,8.72,1.1241169494147,6706.8052735539,6706.8052735539,6706.8052735539,7.7572,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,JP3270000007,JPY,Japan,"15.315%   ",271.61038237846,271.61038237846,271.61038237846,2642,24.692742651526,6706.8052735539,6706.8052735539,6706.8052735539,106.995,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,BMG0957L1090,HKD,Bermuda,"0%        ",11188.393520003,11188.393520003,11188.393520003,4.65,0.59944309802506,6706.8052735539,6706.8052735539,6706.8052735539,7.7572,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,US6247581084,USD,"United States","30%       ",623.88886265618,623.88886265618,623.88886265618,10.75,10.75,6706.8052735539,6706.8052735539,6706.8052735539,1,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,US1307881029,USD,"United States","30%       ",240.12908247597,240.12908247597,240.12908247597,27.93,27.93,6706.8052735539,6706.8052735539,6706.8052735539,1,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,CA29269C2076,CAD,Canada,"25%       ",528.36127582727,528.36127582727,528.36127582727,15.9,12.693597317579,6706.8052735539,6706.8052735539,6706.8052735539,1.2526,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,US0565251081,USD,"United States","30%       ",94.025028368904,94.025028368904,94.025028368904,71.33,71.33,6706.8052735539,6706.8052735539,6706.8052735539,1,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,US00790R1041,USD,"United States","30%       ",290.0867332852,290.0867332852,290.0867332852,23.12,23.12,6706.8052735539,6706.8052735539,6706.8052735539,1,2016-04-29,0.070000000000001,0.070000000000001,0.070000000000001,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,KYG258851156,HKD,"Cayman Islands","0%        ",17512.019192656,17512.019192656,17512.019192656,2.27,0.29263136183159,5124.5660247679,5124.5660247679,5124.5660247679,7.7572,2016-04-29,0.053485915738191,0.053485915738191,0.053485915738191,,,,
2,2016-04-29,958.57869970715,95811.503907912,99.951630405708,977.16376836333,95811.503907912,98.050610358168,973.87902668081,95811.503907912,98.381319735839,US7843051043,USD,"United States","30%       ",101.67013446508,101.67013446508,101.67013446508,34.41,34.41,3498.4693269433,3498.4693269433,3498.4693269433,1,2016-04-29,0.0365140842618,0.0365140842618,0.0365140842618,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US0304201033,USD,"United States","30%       ",92.177092819598,92.177092819598,92.177092819598,79.76,79.76,7352.0449232911,7352.0449232911,7352.0449232911,1,2017-04-28,0.068242661601314,0.068242661601314,0.068242661601314,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US29670G1022,USD,"United States","30%       ",211.83844831187,211.83844831187,211.83844831187,33.09,33.09,7009.7342546399,7009.7342546399,7009.7342546399,1,2017-04-28,0.065065288317144,0.065065288317144,0.065065288317144,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US8318652091,USD,"United States","30%       ",173.70643029148,173.70643029148,173.70643029148,53.88,53.88,9359.3024641048,9359.3024641048,9359.3024641048,1,2017-04-28,0.086874293825225,0.086874293825225,0.086874293825225,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,HK0270001396,HKD,"Hong Kong","0%        ",4729.6390789102,4729.6390789102,4729.6390789102,12.04,1.5480453356134,7321.6957152418,7321.6957152418,7321.6957152418,7.77755,2017-04-28,0.067960956204192,0.067960956204192,0.067960956204192,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,QA0006929812,QAR,Qatar,"0%        ",116.91619020694,116.91619020694,116.91619020694,208,57.122456265619,6678.5399618387,6678.5399618387,6678.5399618387,3.6413,2017-04-28,0.061991098716327,0.061991098716327,0.061991098716327,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,HK0257001336,HKD,"Hong Kong","0%        ",5966.2878289005,5966.2878289005,5966.2878289005,10.52,1.3526110407519,8070.0667896746,8070.0667896746,8070.0667896746,7.77755,2017-04-28,0.074907436335581,0.074907436335581,0.074907436335581,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,JP3270000007,JPY,Japan,"15.315%   ",271.61038237846,271.61038237846,271.61038237846,2876,25.800663855746,7007.7281754774,7007.7281754774,7007.7281754774,111.47,2017-04-28,0.065046667622784,0.065046667622784,0.065046667622784,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,BMG0957L1090,HKD,Bermuda,"0%        ",11188.393520003,11188.393520003,11188.393520003,5.96,0.76630815616743,8573.7572087889,8573.7572087889,8573.7572087889,7.77755,2017-04-28,0.079582757988547,0.079582757988547,0.079582757988547,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US6247581084,USD,"United States","30%       ",623.88886265618,623.88886265618,623.88886265618,11.25,11.25,7018.749704882,7018.749704882,7018.749704882,1,2017-04-28,0.065148970928781,0.065148970928781,0.065148970928781,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US1307881029,USD,"United States","30%       ",240.12908247597,240.12908247597,240.12908247597,35.7,35.7,8572.6082443922,8572.6082443922,8572.6082443922,1,2017-04-28,0.079572093147767,0.079572093147767,0.079572093147767,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,CA29269C2076,CAD,Canada,"25%       ",528.36127582727,528.36127582727,528.36127582727,21.68,15.856066700797,8377.7316316356,8377.7316316356,8377.7316316356,1.3673,2017-04-28,0.077763222435317,0.077763222435317,0.077763222435317,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US0565251081,USD,"United States","30%       ",188.05005673781,188.05005673781,188.05005673781,39.75,39.75,7474.9897553279,7474.9897553279,7474.9897553279,1,2017-04-28,0.069383851930787,0.069383851930787,0.069383851930787,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US00790R1041,USD,"United States","30%       ",290.0867332852,290.0867332852,290.0867332852,23.05,23.05,6686.499202224,6686.499202224,6686.499202224,1,2017-04-28,0.062064977447194,0.062064977447194,0.062064977447194,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,KYG258851156,HKD,"Cayman Islands","0%        ",17512.019192656,17512.019192656,17512.019192656,1.45,0.18643403128234,3264.8363339807,3264.8363339807,3264.8363339807,7.77755,2017-04-28,0.030304646319242,0.030304646319242,0.030304646319242,,,,
2,2017-04-28,1078.1137518452,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US7843051043,USD,"United States","30%       ",101.67013446508,101.67013446508,101.67013446508,48.84,48.84,4965.5693672744,4965.5693672744,4965.5693672744,1,2017-04-28,0.046091077179798,0.046091077179798,0.046091077179798,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US0304201033,USD,"United States","30%       ",94.550774339195,94.550774339195,94.550774339195,79.76,79.76,7541.3697612942,7541.3697612942,7541.3697612942,1,2017-04-28,0.070000000000001,0.070000000000001,0.070000000000001,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US8318652091,USD,"United States","30%       ",139.96603120442,139.96603120442,139.96603120442,53.88,53.88,7541.3697612942,7541.3697612942,7541.3697612942,1,2017-04-28,0.070000000000001,0.070000000000001,0.070000000000001,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US29670G1022,USD,"United States","30%       ",227.90479786323,227.90479786323,227.90479786323,33.09,33.09,7541.3697612942,7541.3697612942,7541.3697612942,1,2017-04-28,0.070000000000001,0.070000000000001,0.070000000000001,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,HK0270001396,HKD,"Hong Kong","0%        ",4871.5432215078,4871.5432215078,4871.5432215078,12.04,1.5480453356134,7541.3697612942,7541.3697612942,7541.3697612942,7.77755,2017-04-28,0.070000000000001,0.070000000000001,0.070000000000001,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,BMG0957L1090,HKD,Bermuda,"0%        ",9841.1712058647,9841.1712058647,9841.1712058647,5.96,0.76630815616743,7541.3697612942,7541.3697612942,7541.3697612942,7.77755,2017-04-28,0.070000000000001,0.070000000000001,0.070000000000001,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,QA0006929812,QAR,Qatar,"0%        ",132.02110438366,132.02110438366,132.02110438366,208,57.122456265619,7541.3697612942,7541.3697612942,7541.3697612942,3.6413,2017-04-28,0.070000000000001,0.070000000000001,0.070000000000001,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,JP3270000007,JPY,Japan,"15.315%   ",292.293632577,292.293632577,292.293632577,2876,25.800663855746,7541.3697612942,7541.3697612942,7541.3697612942,111.47,2017-04-28,0.070000000000001,0.070000000000001,0.070000000000001,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US1307881029,USD,"United States","30%       ",211.24285045642,211.24285045642,211.24285045642,35.7,35.7,7541.3697612942,7541.3697612942,7541.3697612942,1,2017-04-28,0.070000000000001,0.070000000000001,0.070000000000001,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,CA29269C2076,CAD,Canada,"25%       ",475.61415473328,475.61415473328,475.61415473328,21.68,15.856066700797,7541.3697612942,7541.3697612942,7541.3697612942,1.3673,2017-04-28,0.070000000000001,0.070000000000001,0.070000000000001,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,IT0003027817,EUR,Italy,"26%       ",3578.9976815052,3578.9976815052,3578.9976815052,1.935,2.1071178112981,7541.3697612942,7541.3697612942,7541.3697612942,0.918316,2017-04-28,0.070000000000001,0.070000000000001,0.070000000000001,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,US0565251081,USD,"United States","30%       ",186.17891721846,186.17891721846,186.17891721846,39.75,39.75,7400.6119594337,7400.6119594337,7400.6119594337,1,2017-04-28,0.068693467308711,0.068693467308711,0.068693467308711,,,,
3,2017-04-28,1078.1137518451,107733.85373277,99.928095294574,1122.6171517996,107733.85373277,95.966691369422,1114.8058823909,107733.85373277,96.639114875967,CL0000000035,CLP,Chile,"35%       ",12501.207846063,12501.207846063,12501.207846063,377.34,0.56589257729021,7074.3407272491,7074.3407272491,7074.3407272491,666.805,2017-04-28,0.065664974213181,0.065664974213181,0.065664974213181,,,,
