SPY US EQUITY,US78462F1030,1995-06-16,DVD_CASH,0.31621,USD,1995-06-20,1995-07-31,EDI,1000,Quarterly
SPY US EQUITY,US78462F1030,1995-03-17,DVD_CASH,0.26822,USD,1995-03-23,1995-04-28,EDI,1000,Quarterly
SPY US EQUITY,US78462F1030,1994-12-16,DVD_CASH,0.36273,USD,1994-12-22,1995-01-31,EDI,1000,Quarterly
SPY US EQUITY,US78462F1030,1994-09-16,DVD_CASH,0.28818,USD,1994-09-22,1994-10-31,EDI,1000,Quarterly
SPY US EQUITY,US78462F1030,1994-06-17,DVD_CASH,0.304976,USD,1994-06-23,1994-07-29,EDI,1000,Quarterly
SPY US EQUITY,US78462F1030,1994-03-18,DVD_CASH,0.271177,USD,1994-03-24,1994-04-29,EDI,1000,Quarterly
SPY US EQUITY,US78462F1030,1993-12-17,DVD_CASH,0.287239,USD,1993-12-23,1994-01-31,EDI,1000,Quarterly
SPY US EQUITY,US78462F1030,1993-09-17,DVD_CASH,0.286187,USD,1993-09-23,1993-10-31,EDI,1000,Quarterly
SPY US EQUITY,US78462F1030,1993-06-18,DVD_CASH,0.31802,USD,1993-06-24,1993-07-30,EDI,1000,Quarterly
SPY US EQUITY,US78462F1030,1993-03-19,DVD_CASH,0.213191,USD,1993-03-25,1993-04-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2018-06-18,DVD_CASH,0.118508,USD,2018-06-19,2018-06-21,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2018-03-19,DVD_CASH,0.100467,USD,2018-03-20,2018-03-22,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2017-12-15,DVD_CASH,0.136101,USD,2017-12-18,2017-12-26,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2017-09-15,DVD_CASH,0.468316,USD,2017-09-18,2017-09-25,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2017-06-16,DVD_CASH,0.450932,USD,2017-06-20,2017-06-26,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2017-03-17,DVD_CASH,0.396114,USD,2017-03-21,2017-03-27,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2016-12-16,DVD_CASH,0.500084,USD,2016-12-20,2016-12-27,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2016-09-16,DVD_CASH,0.384107,USD,2016-09-20,2016-09-26,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2016-06-17,DVD_CASH,0.389217,USD,2016-06-21,2016-06-27,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2016-03-18,DVD_CASH,0.364357,USD,2016-03-22,2016-03-29,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2015-12-18,DVD_CASH,0.475627,USD,2015-12-22,2015-12-29,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2015-09-18,DVD_CASH,0.383495,USD,2015-09-22,2015-09-28,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2015-06-19,DVD_CASH,0.382241,USD,2015-06-23,2015-06-29,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2015-03-20,DVD_CASH,0.329443,USD,2015-03-24,2015-03-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2014-12-19,DVD_CASH,0.398243,USD,2014-12-23,2014-12-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2014-09-19,DVD_CASH,0.320667,USD,2014-09-23,2014-09-29,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2014-06-20,DVD_CASH,0.334,USD,2014-06-24,2014-06-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2014-03-21,DVD_CASH,0.274132,USD,2014-03-25,2014-03-31,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2013-12-20,DVD_CASH,0.370685,USD,2013-12-24,2013-12-31,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2013-09-20,DVD_CASH,0.307667,USD,2013-09-24,2013-09-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2013-06-21,DVD_CASH,0.298856,USD,2013-06-25,2013-07-01,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2013-03-15,DVD_CASH,0.239191,USD,2013-03-19,2013-03-25,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2012-12-21,DVD_CASH,0.390669,USD,2012-12-26,2013-01-04,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2012-09-21,DVD_CASH,0.300628,USD,2012-09-25,2012-10-03,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2012-06-15,DVD_CASH,0.269148,USD,2012-06-19,2012-06-27,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2012-03-16,DVD_CASH,0.228046,USD,2012-03-20,2012-03-28,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2011-12-16,DVD_CASH,0.290481,USD,2011-12-20,2011-12-29,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2011-09-16,DVD_CASH,0.22763,USD,2011-09-20,2011-09-28,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2011-06-17,DVD_CASH,0.233694,USD,2011-06-21,2011-06-29,EDI,1000,Quarterly
