1,2018-08-01,1,8,2018,1,4,1
1,2018-08-02,2,8,2018,1,5,2
1,2018-08-03,3,8,2018,1,6,3
1,2018-08-04,4,8,2018,0,7,0
1,2018-08-05,5,8,2018,0,1,0
1,2018-08-06,6,8,2018,1,2,4
1,2018-08-07,7,8,2018,1,3,5
1,2018-08-08,8,8,2018,1,4,6
1,2018-08-09,9,8,2018,1,5,7
1,2018-08-10,10,8,2018,1,6,8
1,2018-08-11,11,8,2018,0,7,0
1,2018-08-12,12,8,2018,0,1,0
1,2018-08-13,13,8,2018,1,2,9
1,2018-08-14,14,8,2018,1,3,10
1,2018-08-15,15,8,2018,1,4,11
1,2018-08-16,16,8,2018,1,5,12
1,2018-08-17,17,8,2018,1,6,13
1,2018-08-18,18,8,2018,0,7,0
1,2018-08-19,19,8,2018,0,1,0
1,2018-08-20,20,8,2018,1,2,14
1,2018-08-21,21,8,2018,1,3,15
1,2018-08-22,22,8,2018,1,4,16
1,2018-08-23,23,8,2018,1,5,17
1,2018-08-24,24,8,2018,1,6,18
1,2018-08-25,25,8,2018,0,7,0
1,2018-08-26,26,8,2018,0,1,0
1,2018-08-27,27,8,2018,1,2,19
1,2018-08-28,28,8,2018,1,3,20
1,2018-08-29,29,8,2018,1,4,21
1,2018-08-30,30,8,2018,1,5,22
1,2018-08-31,31,8,2018,1,6,23
1,2018-09-01,1,9,2018,0,7,0
1,2018-09-02,2,9,2018,0,1,0
1,2018-09-03,3,9,2018,0,2,0
1,2018-09-04,4,9,2018,1,3,1
1,2018-09-05,5,9,2018,1,4,2
1,2018-09-06,6,9,2018,1,5,3
1,2018-09-07,7,9,2018,1,6,4
1,2018-09-08,8,9,2018,0,7,0
1,2018-09-09,9,9,2018,0,1,0
1,2018-09-10,10,9,2018,1,2,5
1,2018-09-11,11,9,2018,1,3,6
1,2018-09-12,12,9,2018,1,4,7
1,2018-09-13,13,9,2018,1,5,8
1,2018-09-14,14,9,2018,1,6,9
1,2018-09-15,15,9,2018,0,7,0
1,2018-09-16,16,9,2018,0,1,0
1,2018-09-17,17,9,2018,1,2,10
1,2018-09-18,18,9,2018,1,3,11
1,2018-09-19,19,9,2018,1,4,12
1,2018-09-20,20,9,2018,1,5,13
1,2018-09-21,21,9,2018,1,6,14
1,2018-09-22,22,9,2018,0,7,0
1,2018-09-23,23,9,2018,0,1,0
1,2018-09-24,24,9,2018,1,2,15
1,2018-09-25,25,9,2018,1,3,16
1,2018-09-26,26,9,2018,1,4,17
1,2018-09-27,27,9,2018,1,5,18
1,2018-09-28,28,9,2018,1,6,19
1,2018-09-29,29,9,2018,0,7,0
1,2018-09-30,30,9,2018,0,1,0
1,2018-10-01,1,10,2018,1,2,1
1,2018-10-02,2,10,2018,1,3,2
1,2018-10-03,3,10,2018,1,4,3
1,2018-10-04,4,10,2018,1,5,4
1,2018-10-05,5,10,2018,1,6,5
1,2018-10-06,6,10,2018,0,7,0
1,2018-10-07,7,10,2018,0,1,0
1,2018-10-08,8,10,2018,1,2,6
1,2018-10-09,9,10,2018,1,3,7
1,2018-10-10,10,10,2018,1,4,8
1,2018-10-11,11,10,2018,1,5,9
1,2018-10-12,12,10,2018,1,6,10
1,2018-10-13,13,10,2018,0,7,0
1,2018-10-14,14,10,2018,0,1,0
1,2018-10-15,15,10,2018,1,2,11
1,2018-10-16,16,10,2018,1,3,12
1,2018-10-17,17,10,2018,1,4,13
1,2018-10-18,18,10,2018,1,5,14
1,2018-10-19,19,10,2018,1,6,15
1,2018-10-20,20,10,2018,0,7,0
1,2018-10-21,21,10,2018,0,1,0
1,2018-10-22,22,10,2018,1,2,16
1,2018-10-23,23,10,2018,1,3,17
1,2018-10-24,24,10,2018,1,4,18
1,2018-10-25,25,10,2018,1,5,19
1,2018-10-26,26,10,2018,1,6,20
1,2018-10-27,27,10,2018,0,7,0
1,2018-10-28,28,10,2018,0,1,0
1,2018-10-29,29,10,2018,1,2,21
