ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Sub-Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Company Name,Weight,Cap
CA05156X1087,,,,123,,,,,,,,,,,,,15.0,1
US8740602052,,,,17,,,,,,,,,,,,,12.456896551724139,0
US88688T1007,,,,12,,,,,,,,,,,,,8.793103448275861,0
US8125781026,,,,12,,,,,,,,,,,,,8.793103448275861,0
US8816242098,,,,9,,,,,,,,,,,,,6.594827586206897,0
US02043Q1076,,,,8,,,,,,,,,,,,,5.862068965517241,0
US0153511094,,,,8,,,,,,,,,,,,,5.862068965517241,0
US09073M1045,,,,7,,,,,,,,,,,,,5.129310344827585,0
US5324571083,,,,6,,,,,,,,,,,,,4.396551724137931,0
US6701002056,,,,6,,,,,,,,,,,,,4.396551724137931,0
US98978V1035,,,,4,,,,,,,,,,,,,2.9310344827586206,0
US37733W1053,,,,4,,,,,,,,,,,,,2.9310344827586206,0
IE00BGH1M568,,,,3,,,,,,,,,,,,,2.1982758620689653,0
US64125C1099,,,,3,,,,,,,,,,,,,2.1982758620689653,0
US75886F1075,,,,3,,,,,,,,,,,,,2.1982758620689653,0
US0311621009,,,,2,,,,,,,,,,,,,1.4655172413793103,0
US30161Q1040,,,,2,,,,,,,,,,,,,1.4655172413793103,0
IE00B4Q5ZN47,,,,2,,,,,,,,,,,,,1.4655172413793103,0
US92532F1003,,,,2,,,,,,,,,,,,,1.4655172413793103,0
US1488061029,,,,1,,,,,,,,,,,,,0.7327586206896551,0
US4523271090,,,,1,,,,,,,,,,,,,0.7327586206896551,0
US09062X1037,,,,1,,,,,,,,,,,,,0.7327586206896551,0
US45337C1027,,,,1,,,,,,,,,,,,,0.7327586206896551,0
US6402681083,,,,1,,,,,,,,,,,,,0.7327586206896551,0
IE0005711209,,,,1,,,,,,,,,,,,,0.7327586206896551,0
US00846U1016,,,,0,,,,,,,,,,,,,0.0,0
US4622221004,,,,0,,,,,,,,,,,,,0.0,0
US7170811035,,,,0,,,,,,,,,,,,,0.0,0
US0231112063,,,,0,,,,,,,,,,,,,0.0,0
US07725L1026,,,,0,,,,,,,,,,,,,0.0,0
US09609G1004,,,,0,,,,,,,,,,,,,0.0,0
US09061G1013,,,,0,,,,,,,,,,,,,0.0,0
US3984384087,,,,0,,,,,,,,,,,,,0.0,0
US78667J1088,,,,0,,,,,,,,,,,,,0.0,0
US8036071004,,,,0,,,,,,,,,,,,,0.0,0
US30063P1057,,,,0,,,,,,,,,,,,,0.0,0
