ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,weight
US0231351067,,77243688.18,,,,,,,,,,,,,8.0
US01609W1027,,45810638.84,,,,,,,,,,,,,8.0
US30303M1027,,43994021.98,,,,,,,,,,,,,7.0
US02079K3059,,34983679.05,,,,,,,,,,,,,6.5
KYG875721634,,27190808.53,,,,,,,,,,,,,6.0
US64110L1061,,15119627.18,,,,,,,,,,,,,5.5
US70450Y1038,,12429835.8,,,,,,,,,,,,,5.0
US47215P1066,,4346518.535,,,,,,,,,,,,,4.5
US0567521085,,4226119.123,,,,,,,,,,,,,4.5
US09857L1089,,7714046.87,,,,,,,,,,,,,4.5
US45866F1049,,4474145.211,,,,,,,,,,,,,4.5
US00507V1098,,3489996.937,,,,,,,,,,,,,4.483765892523953
US64110W1027,,3353049.1760000004,,,,,,,,,,,,,4.307822557640355
US22943F1003,,2144355.244,,,,,,,,,,,,,2.75495568565368
DE0007472060,,1785226.483,,,,,,,,,,,,,2.2935657994549956
US05278C1071,,1232586.409,,,,,,,,,,,,,1.583562679288042
JP3435750009,,815122.0505,,,,,,,,,,,,,1.047226262444163
JP3967200001,,809736.5287,,,,,,,,,,,,,1.040307225150955
GB00B3MBS747,,750950.0826,,,,,,,,,,,,,0.9647814677580402
JP3933800009,,748167.8836,,,,,,,,,,,,,0.961207043709079
FR0000054470,,739465.3701,,,,,,,,,,,,,0.9500265086212542
US31680Q1040,,735959.8684,,,,,,,,,,,,,0.9455228230185513
US81141R1005,,730701.6467,,,,,,,,,,,,,0.9387673342489664
US9485961018,,727061.6959,,,,,,,,,,,,,0.9340909154606063
JP3758190007,,693380.6572,,,,,,,,,,,,,0.8908192750339949
GB00BVYVFW23,,683559.767,,,,,,,,,,,,,0.8782019079394453
US46267X1081,,640356.5518,,,,,,,,,,,,,0.8226966721876776
GB00BGDT3G23,,634470.1145,,,,,,,,,,,,,0.8151340848070396
DE000A2E4K43,,548632.0825,,,,,,,,,,,,,0.7048538618983571
DE000ZAL1111,,513776.9003,,,,,,,,,,,,,0.6600737431913165
DE000A12DM80,,503692.9122,,,,,,,,,,,,,0.6471183616481272
GB00BKX5CN86,,502233.3147,,,,,,,,,,,,,0.64524314696873
US60879B1070,,499399.093,,,,,,,,,,,,,0.6416018868703085
US92763W1036,,479164.3813,,,,,,,,,,,,,0.6156053854970138
US88034P1093,,432754.8317,,,,,,,,,,,,,0.555980818673539
US3168271043,,432369.9078,,,,,,,,,,,,,0.5554862885392172
US98426T1060,,425509.2187,,,,,,,,,,,,,0.5466720333002903
JP3311400000,,409847.2871,,,,,,,,,,,,,0.5265504011078311
JP3399310006,,368778.7673,,,,,,,,,,,,,0.473787710578374
AU000000APT1,,288066.7315,,,,,,,,,,,,,0.3700931000188311
JP3206000006,,264680.4777,,,,,,,,,,,,,0.34004766186080077
GB0030927254,,255413.5897,,,,,,,,,,,,,0.3281420478748023
JP3922950005,,252861.6272,,,,,,,,,,,,,0.32486341966307203
FR0011981968,,227615.7036,,,,,,,,,,,,,0.2924287748177246
JP3921290007,,184144.5757,,,,,,,,,,,,,0.2365793388136016
DE000A12UKK6,,181418.0582,,,,,,,,,,,,,0.23307645144935707
JP3966750006,,173793.1369,,,,,,,,,,,,,0.2232803505715415
KYG8918W1069,,161128.6592,,,,,,,,,,,,,0.20700969068760983
US44852D1081,,133199.03699999998,,,,,,,,,,,,,0.17112716996566119
CNE1000004J3,,68436.95,,,,,,,,,,,,,0.08792422106311067
