ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Sub-Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,weight,cap
US00972L1070,,7.407077564,,,,,,,,,,,,,,0.9572213943834588,0.0
US50127T1097,,7.276509722,,,,,,,,,,,,,,0.9403480282412814,0.0
US13089P1012,,7.266347825,,,,,,,,,,,,,,0.9390347997605649,0.0
US76243J1051,,7.246113445,,,,,,,,,,,,,,0.9364198978278213,0.0
US92915B1061,,7.183072331,,,,,,,,,,,,,,0.9282730541468731,0.0
US23284F1057,,7.116038102999999,,,,,,,,,,,,,,0.9196101777771909,0.0
US09058V1035,,7.091462344,,,,,,,,,,,,,,0.9164342366459214,0.0
US04351P1012,,6.587732732,,,,,,,,,,,,,,0.851336935122527,0.0
US2060221056,,6.545486502,,,,,,,,,,,,,,0.8458774276664976,0.0
CA05156V1022,,6.521447062000001,,,,,,,,,,,,,,0.8427707953843091,0.0
KYG8807B1068,,6.350171697,,,,,,,,,,,,,,0.8206367698806932,0.0
US05463X1063,,6.148914465,,,,,,,,,,,,,,0.7946281684342734,0.0
US7612991064,,6.1320156720000005,,,,,,,,,,,,,,0.7924443265534383,0.0
US23257D1037,,6.079508222,,,,,,,,,,,,,,0.7856587550415642,0.0
US00972D1054,,5.903346922999999,,,,,,,,,,,,,,0.7628933171467677,0.0
US4622601007,,5.876375229,,,,,,,,,,,,,,0.7594077477954969,0.0
US98887Q1040,,5.394921049,,,,,,,,,,,,,,0.6971891146666616,0.0
US24344T1016,,5.363039698,,,,,,,,,,,,,,0.6930690671856724,0.0
US5560991094,,4.8511987130000005,,,,,,,,,,,,,,0.626923527716025,0.0
US98419J2069,,4.634884193,,,,,,,,,,,,,,0.5989690632635196,0.0
US4831191030,,4.53562952,,,,,,,,,,,,,,0.5861423180772807,0.0
SG9999014716,,4.534835035,,,,,,,,,,,,,,0.5860396462700875,0.0
IE00BYQMW233,,4.510021576000001,,,,,,,,,,,,,,0.5828329870150398,0.0
US0453961080,,4.473740043,,,,,,,,,,,,,,0.5781443011860399,0.0
US00739L1017,,4.409257543,,,,,,,,,,,,,,0.5698111862658826,0.0
US0396971071,,4.1609360010000005,,,,,,,,,,,,,,0.537720433788285,0.0
US68404V1008,,3.8068612269999997,,,,,,,,,,,,,,0.4919631231680274,0.0
IL0011407140,,3.7311702139999996,,,,,,,,,,,,,,0.4821815249087768,0.0
US4811161011,,3.336156807,,,,,,,,,,,,,,0.43113368843323857,0.0
US87184Q1076,,3.313127187,,,,,,,,,,,,,,0.4281575558386965,0.0
US14888U1016,,3.042221422,,,,,,,,,,,,,,0.39314822970713914,0.0
US03753U1060,,2.938756587,,,,,,,,,,,,,,0.37977740257962206,0.0
US00653A1079,,2.771389662,,,,,,,,,,,,,,0.3581484672892974,0.0
US7207951036,,2.7091851080000002,,,,,,,,,,,,,,0.35010973279483554,0.0
US3621LQ1099,,2.678821614,,,,,,,,,,,,,,0.34618583894953625,0.0
US8162121045,,2.533361176,,,,,,,,,,,,,,0.3273878930542867,0.0
US58549G2093,,2.498082381,,,,,,,,,,,,,,0.3228287917015216,0.0
US81750R1023,,2.256234199,,,,,,,,,,,,,,0.2915745956973789,0.0
US67022C1062,,2.219463858,,,,,,,,,,,,,,0.28682274089636506,0.0
US48283N1063,,2.092117642,,,,,,,,,,,,,,0.27036570755281936,0.0
US2530311081,,2.069856464,,,,,,,,,,,,,,0.2674888812118419,0.0
US87164F1057,,2.02326829,,,,,,,,,,,,,,0.2614682615419735,0.0
US21887L1070,,1.9041692940000001,,,,,,,,,,,,,,0.24607702173980453,0.0
US74366E1029,,1.845119033,,,,,,,,,,,,,,0.2384459185571071,0.0
US14757U1097,,1.793175086,,,,,,,,,,,,,,0.23173316890010612,0.0
NL0012661870,,1.755935437,,,,,,,,,,,,,,0.22692066512461162,0.0
IL0011327454,,1.722708234,,,,,,,,,,,,,,0.22262669232463647,0.0
US8051111016,,1.634797298,,,,,,,,,,,,,,0.21126590556192407,0.0
IE00BYZ5XL97,,1.186770013,,,,,,,,,,,,,,0.15336705155857275,0.0
US16383L1061,,1.177436379,,,,,,,,,,,,,,0.15216086003769982,0.0
US6085501095,,1.115194478,,,,,,,,,,,,,,0.14411729916642377,0.0
US59045L1061,,1.056127561,,,,,,,,,,,,,,0.13648404351814097,0.0
US01345P1066,,1.033761126,,,,,,,,,,,,,,0.1335936147474011,0.0
