ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight
US0970231058,,20017880.124824498,,,,,,,United States,,,,,,2.862955553780256
US5398301094,,10633153.1921206,,,,,,,United States,,,,,,2.862955553780256
NL0000235190,,7607729.238918529,,,,,,,Netherlands,,,,,,7.272157304899602
US3696041033,,6944299.935841,,,,,,,United States,,,,,,2.862955553780256
US6668071029,,6090551.91793562,,,,,,,United States,,,,,,2.862955553780256
US3695501086,,4994134.82159583,,,,,,,United States,,,,,,2.862955553780256
US7551115071,,5019583.158960999,,,,,,,United States,,,,,,2.862955553780256
US5024311095,,4601528.858582099,,,,,,,United States,,,,,,2.862955553780256
FR0000073272,,4457753.395169741,,,,,,,France,,,,,,7.272157304899602
US6200763075,,2887959.22539003,,,,,,,United States,,,,,,2.862955553780256
US8936411003,,2632840.1013730895,,,,,,,United States,,,,,,2.862955553780256
GB0002634946,,2119466.00193283,,,,,,,United Kingdom,,,,,,7.272157304899602
GB00B63H8491,,1754958.45674048,,,,,,,United Kingdom,,,,,,7.272157304899602
DE000A0D9PT0,,1416030.5408577996,,,,,,,Germany,,,,,,6.455764697281401
FR0000121329,,1167582.7793048897,,,,,,,France,,,,,,5.3230770596403065
US8793601050,,1084686.55932872,,,,,,,United States,,,,,,1.9468418449858405
US4464131063,,829948.2971547,,,,,,,United States,,,,,,1.4896267130621306
US8485741099,,772792.5940530971,,,,,,,United States,,,,,,1.3870412117292372
US4282911084,,677092.1639923879,,,,,,,United States,,,,,,1.2152739853144165
CA1247651088,,668667.540456383,,,,,,,Canada,,,,,,3.0484937840968485
US3024451011,,632259.7107622091,,,,,,,United States,,,,,,1.1348067801008672
GB0005758098,,580387.5048133099,,,,,,,United Kingdom,,,,,,2.646020023019595
US4228061093,,576739.122493921,,,,,,,United States,,,,,,1.0351560528291777
US05605H1005,,531626.37740166,,,,,,,United States,,,,,,0.9541857677892793
US2315611010,,511675.0181083741,,,,,,,United States,,,,,,0.918376214510999
GB00B07KD360,,473073.1523103039,,,,,,,United Kingdom,,,,,,2.156767716370307
IT0003856405,,446898.88038828794,,,,,,,Italy,,,,,,2.037437704922367
IL0010811243,,386258.86806461593,,,,,,,Israel,,,,,,1.7609764002355885
US0078001056,,380867.065422474,,,,,,,United States,,,,,,0.6835965044135115
US05464C1018,,344355.533609653,,,,,,,United States,,,,,,0.6180640449703686
SE0000112385,,328026.103675368,,,,,,,Sweden,,,,,,1.495489877366189
FR0000121725,,323768.291382002,,,,,,,France,,,,,,1.4760782661769902
US6153942023,,256858.43024614302,,,,,,,United States,,,,,,0.4610205002909242
CA0977512007,,249078.21462731398,,,,,,,Canada,,,,,,1.135561909476055
US2296691064,,211751.19839241198,,,,,,,United States,,,,,,0.3800601106474231
US50077B2079,,199128.51180684599,,,,,,,United States,,,,,,0.35740437270214087
GB00B0WMWD03,,197068.503557406,,,,,,,United Kingdom,,,,,,0.8984466446898021
GB0009123323,,186203.472277558,,,,,,,United Kingdom,,,,,,0.8489123420406444
US2963151046,,186620.76383014602,,,,,,,United States,,,,,,0.3349549314896986
US4835481031,,154210.47414217,,,,,,,United States,,,,,,0.27678355688382705
US0003611052,,135443.99385682598,,,,,,,United States,,,,,,0.24310067514403655
NO0003043309,,82977.7801669163,,,,,,,Norway,,,,,,0.378300473332905
US5645631046,,120782.035011204,,,,,,,United States,,,,,,0.21678476409616437
CNE1000001Y8,,122119.14126313801,,,,,,,China,,,,,,0.5567481902977237
US0080731088,,108759.96438882199,,,,,,,United States,,,,,,0.19520703737895218
US8968181011,,104552.583969485,,,,,,,United States,,,,,,0.1876554509896006
GB0007958233,,102624.68495817199,,,,,,,United Kingdom,,,,,,0.4678718425248456
US0464331083,,66567.87505234139,,,,,,,United States,,,,,,0.11947887024975305
JP3705600009,,49445.27405979432,,,,,,,Japan,,,,,,0.2254238489300206
US2641471097,,43447.0512133576,,,,,,,United States,,,,,,0.07798062639934825
