ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight
US5949181045,,103335626.0,,,,,,Quasi Play,,,,,,,0.02
US0378331005,,91642265.37,,,,,,Quasi Play,,,,,,,0.02
US02079K3059,,33264582.43,,,,,,Quasi Play,,,,,,,0.02
KR7005930003,,18509234.25,,,,,,Quasi Play,,,,,,,0.02
IE00BTN1Y115,,13288631.78,,,,,,Quasi Play,,,,,,,0.02
US4385161066,,12782947.08,,,,,,Quasi Play,,,,,,,0.02
US79466L3024,,11644138.03,,,,,,Quasi Play,,,,,,,0.02
FR0000121014,,11070282.44,,,,,,Quasi Play,,,,,,,0.02
US6541061031,,10559459.04,,,,,,Quasi Play,,,,,,,0.02
US8825081040,,10545492.77,,,,,,Quasi Play,,,,,,,0.02
US3696041033,,9206272.934,,,,,,Quasi Play,,,,,,,0.02
US7475251036,,8832188.387,,,,,,Quasi Play,,,,,,,0.02
JP3435000009,,6697409.6110000005,,,,,,Quasi Play,,,,,,,0.005930162601338225
US1011371077,,5805154.352000001,,,,,,Quasi Play,,,,,,,0.005140123007660287
US0326541051,,4148336.738,,,,,,Quasi Play,,,,,,,0.0036731083822379345
SE0000108656,,2909130.704,,,,,,Quasi Play,,,,,,,0.0025758642677209155
US0320951017,,2849720.707,,,,,,Quasi Play,,,,,,,0.0025232602069245784
FI0009000681,,2759473.4469999997,,,,,,Quasi Play,,,,,,,0.00244335156205892
US2193501051,,2591037.625,,,,,,Quasi Play,,,,,,,0.0022942115407125294
JP3914400001,,2304641.588,,,,,,Quasi Play,,,,,,,0.0020406246815484396
KYG9830T1067,,2077882.43,,,,,,Quasi Play,,,,,,,0.001839842773857749
US5950171042,,1990049.625,,,,,,Quasi Play,,,,,,,0.001762071986996191
DE0007472060,,1953009.4130000002,,,,,,Quasi Play,,,,,,,0.0017292750561369416
US8716071076,,1936138.2780000002,,,,,,Quasi Play,,,,,,,0.0017143366576171906
DE0006231004,,1905234.362,,,,,,Quasi Play,,,,,,,0.0016869730562335899
US57772K1016,,1577261.2759999998,,,,,,Quasi Play,,,,,,,0.001396572163678314
TW0002454006,,1533790.4030000002,,,,,,Quasi Play,,,,,,,0.001358081260435854
US83088M1027,,1304349.338,,,,,,Quasi Play,,,,,,,0.0011549246817133146
JP3818000006,,1287607.825,,,,,,Quasi Play,,,,,,,0.0011401010558566315
NL0000226223,,1109584.335,,,,,,Quasi Play,,,,,,,0.0009824717179669814
CH0114405324,,1079888.628,,,,,,Quasi Play,,,,,,,0.0009561779146459982
US9892071054,,1072778.773,,,,,,Quasi Play,,,,,,,0.0009498825558922662
US83304A1060,,1038780.3509999999,,,,,,Quasi Play,,,,,,,0.0009197789513109105
JP3197800000,,935939.8577,,,,,,Quasi Play,,,,,,,0.0008287197384670101
JP3538800008,,891930.3391,,,,,,Quasi Play,,,,,,,0.0007897518962021479
US6821891057,,810047.9071,,,,,,Quasi Play,,,,,,,0.0007172498149265009
CH0012255151,,802313.5607,,,,,,Quasi Play,,,,,,,0.0007104015057396561
US74736K1016,,768075.3409999999,,,,,,Quasi Play,,,,,,,0.0006800855743879486
US5747951003,,723484.7955,,,,,,Quasi Play,,,,,,,0.0006406032669502991
US3024451011,,723466.0505,,,,,,Quasi Play,,,,,,,0.0006405866693544498
INE280A01028,,662685.6273,,,,,,Quasi Play,,,,,,,0.0005867691766984597
KR7018260000,,615606.6529,,,,,,Quasi Play,,,,,,,0.0005450835117157329
TW0002357001,,508971.0289,,,,,,Quasi Play,,,,,,,0.00045066393367819587
US9043111072,,496740.4093,,,,,,Quasi Play,,,,,,,0.00043983443882036465
SG9999000020,,486552.7243,,,,,,Quasi Play,,,,,,,0.00043081384248682287
SG1F60858221,,470906.3038,,,,,,Quasi Play,,,,,,,0.0004169598566799046
US0538071038,,460034.0754,,,,,,Quasi Play,,,,,,,0.0004073331373965277
US4663131039,,442408.0302,,,,,,Quasi Play,,,,,,,0.00039172631026102424
US05464C1018,,422220.6282,,,,,,Quasi Play,,,,,,,0.00037385155221099267
US8269191024,,419118.9814,,,,,,Quasi Play,,,,,,,0.00037110522625450487
JP3414750004,,414236.7639,,,,,,Quasi Play,,,,,,,0.0003667823095879556
KYG2953R1149,,410191.5621,,,,,,Quasi Play,,,,,,,0.0003632005211320388
JP3830000000,,386478.0576,,,,,,Quasi Play,,,,,,,0.00034220360654858557
KR7034220004,,349744.929,,,,,,Quasi Play,,,,,,,0.000309678579992633
JP3126400005,,323033.8911,,,,,,Quasi Play,,,,,,,0.00028602752574960943
TW0002301009,,314562.9316,,,,,,Quasi Play,,,,,,,0.0002785269889537347
DK0060738599,,312867.8725,,,,,,Quasi Play,,,,,,,0.0002770261137399254
US8168501018,,305279.4182,,,,,,Quasi Play,,,,,,,0.0002703069834334986
TW0002324001,,266012.1181,,,,,,Quasi Play,,,,,,,0.00023553809694847814
GB0059822006,,257806.8642,,,,,,Quasi Play,,,,,,,0.00022827282684578846
US1727551004,,241550.3832,,,,,,Quasi Play,,,,,,,0.000213878668319598
