ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Sub-Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,weight
US0231351067,,74980947.98,,,,,,,,,UNITED STATES,,,,,8.0
US30303M1027,,42748698.27,,,,,,,,,UNITED STATES,,,,,8.0
US01609W1027,,40238953.34,,,,,,,,,CHINA,,,,,7.0
US02079K3059,,34224062.2,,,,,,,,,UNITED STATES,,,,,6.5
KYG875721634,,23703041.44,,,,,,,,,HONG KONG,,,,,6.0
US64110L1061,,15015512.83,,,,,,,,,UNITED STATES,,,,,5.5
US70450Y1038,,12252813.35,,,,,,,,,UNITED STATES,,,,,5.0
US47215P1066,,3219954.45,,,,,,,,,CHINA,,,,,4.5
US09857L1089,,7401038.64,,,,,,,,,UNITED STATES,,,,,4.5
US00507V1098,,3184379.73,,,,,,,,,UNITED STATES,,,,,4.5
US45866F1049,,4512182.71,,,,,,,,,UNITED STATES,,,,,4.5
US0567521085,,3144138.83,,,,,,,,,CHINA,,,,,4.5
US64110W1027,,3329120.76,,,,,,,,,CHINA,,,,,4.5
DE0007472060,,1963197.21,,,,,,,,,GERMANY,,,,,2.8598672384771238
US05278C1071,,1061170.24,,,,,,,,,CHINA,,,,,1.5458487758460635
US22943F1003,,1025904.07,,,,,,,,,CHINA,,,,,1.494475147310006
JP3435750009,,808319.85,,,,,,,,,JAPAN,,,,,1.1775115843943886
JP3967200001,,792643.4,,,,,,,,,JAPAN,,,,,1.1546750779332648
JP3933800009,,732096.3,,,,,,,,,JAPAN,,,,,1.0664737159953077
GB00B3MBS747,,697192.49,,,,,,,,,UNITED KINGDOM,,,,,1.0156279516428663
JP3758190007,,696271.2,,,,,,,,,JAPAN,,,,,1.0142858719604404
GB00BVYVFW23,,661767.04,,,,,,,,,UNITED KINGDOM,,,,,0.9640222936135797
US31680Q1040,,655786.35,,,,,,,,,CHINA,,,,,0.9553099852895026
GB00BGDT3G23,,627437.04,,,,,,,,,UNITED KINGDOM,,,,,0.914012421046106
FR0000054470,,624751.25,,,,,,,,,FRANCE,,,,,0.9100999242315707
US46267X1081,,585132.31,,,,,,,,,CHINA,,,,,0.8523854430006248
US9485961018,,559439.4,,,,,,,,,CHINA,,,,,0.8149575619931222
DE000A2E4K43,,547294.46,,,,,,,,,GERMANY,,,,,0.7972655462127662
DE000A12DM80,,510611.08,,,,,,,,,GERMANY,,,,,0.7438274116615222
DE000ZAL1111,,478940.09,,,,,,,,,GERMANY,,,,,0.697691024420458
GB00BKX5CN86,,457700.13,,,,,,,,,UNITED KINGDOM,,,,,0.6667499322870984
US60879B1070,,444762.86,,,,,,,,,CHINA,,,,,0.6479036979710192
US92763W1036,,436434.51,,,,,,,,,CHINA,,,,,0.6357714602140335
US3168271043,,411408.37,,,,,,,,,CHINA,,,,,0.5993148895103998
JP3311400000,,409382.51,,,,,,,,,JAPAN,,,,,0.5963637389004509
US88034P1093,,406301.85,,,,,,,,,CHINA,,,,,0.591876019295915
US98426T1060,,406298.66,,,,,,,,,CHINA,,,,,0.591871372296396
JP3399310006,,318231.65,,,,,,,,,JAPAN,,,,,0.46358066599000447
AU000000APT1,,275192.05,,,,,,,,,AUSTRALIA,,,,,0.4008831736697296
JP3206000006,,274392.51,,,,,,,,,JAPAN,,,,,0.3997184520410492
JP3922950005,,247202.81,,,,,,,,,JAPAN,,,,,0.3601101376761254
GB0030927254,,233235.33,,,,,,,,,UNITED KINGDOM,,,,,0.33976315559372694
FR0011981968,,219884.77,,,,,,,,,FRANCE,,,,,0.3203148653430888
JP3921290007,,180250.32,,,,,,,,,JAPAN,,,,,0.2625777900799981
DE000A12UKK6,,169903.64,,,,,,,,,GERMANY,,,,,0.24750537096271213
JP3966750006,,160183.26,,,,,,,,,JAPAN,,,,,0.23334530789520794
KYG8918W1069,,138261.41,,,,,,,,,HONG KONG,,,,,0.20141087955430287
US81141R1005,,127677.87,,,,,,,,,CHINA,,,,,0.18599341708087558
US44852D1081,,125521.3,,,,,,,,,CHINA,,,,,0.1828518560298171
CNE1000004J3,,64360.74,,,,,,,,,CHINA,,,,,0.0937568425793271
