ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,weight
US0231351067,,74980947.98,,,,,,,,UNITED STATES,,,,,8.0
US30303M1027,,42748698.27,,,,,,,,UNITED STATES,,,,,8.0
US01609W1027,,40238953.34,,,,,,,,CHINA,,,,,7.0
US02079K3059,,34224062.2,,,,,,,,UNITED STATES,,,,,6.5
KYG875721634,,23703041.44,,,,,,,,HONG KONG,,,,,6.0
US64110L1061,,15015512.83,,,,,,,,UNITED STATES,,,,,5.5
US70450Y1038,,12252813.35,,,,,,,,UNITED STATES,,,,,5.0
US47215P1066,,3219954.455,,,,,,,,CHINA,,,,,4.5
US09857L1089,,7401038.636,,,,,,,,UNITED STATES,,,,,4.5
US00507V1098,,3184379.732,,,,,,,,UNITED STATES,,,,,4.5
US45866F1049,,4512182.705,,,,,,,,UNITED STATES,,,,,4.5
US0567521085,,3144138.83,,,,,,,,CHINA,,,,,4.5
US64110W1027,,3329120.7610000004,,,,,,,,CHINA,,,,,4.5
DE0007472060,,1963197.211,,,,,,,,GERMANY,,,,,2.859867238616146
US05278C1071,,1061170.243,,,,,,,,CHINA,,,,,1.5458487795040146
US22943F1003,,1025904.066,,,,,,,,CHINA,,,,,1.49447514079445
JP3435750009,,808319.8470000001,,,,,,,,JAPAN,,,,,1.1775115794816173
JP3967200001,,792643.3976,,,,,,,,JAPAN,,,,,1.1546750739050597
JP3933800009,,732096.295,,,,,,,,JAPAN,,,,,1.066473708220219
GB00B3MBS747,,697192.4938,,,,,,,,UNITED KINGDOM,,,,,1.0156279567105142
JP3758190007,,696271.2028,,,,,,,,JAPAN,,,,,1.0142858755719668
GB00BVYVFW23,,661767.0363,,,,,,,,UNITED KINGDOM,,,,,0.9640222877794582
US31680Q1040,,655786.3479,,,,,,,,CHINA,,,,,0.9553099817901791
GB00BGDT3G23,,627437.0351,,,,,,,,UNITED KINGDOM,,,,,0.9140124134869398
FR0000054470,,624751.2522,,,,,,,,FRANCE,,,,,0.9100999270170589
US46267X1081,,585132.3068,,,,,,,,CHINA,,,,,0.8523854379463112
US9485961018,,559439.4029,,,,,,,,CHINA,,,,,0.8149575658421656
DE000A2E4K43,,547294.4607,,,,,,,,GERMANY,,,,,0.7972655468651345
DE000A12DM80,,510611.0836,,,,,,,,GERMANY,,,,,0.7438274165630578
DE000ZAL1111,,478940.0882,,,,,,,,GERMANY,,,,,0.6976910214768575
GB00BKX5CN86,,457700.1293,,,,,,,,UNITED KINGDOM,,,,,0.6667499309601677
US60879B1070,,444762.8619,,,,,,,,CHINA,,,,,0.6479037004402954
US92763W1036,,436434.5073,,,,,,,,CHINA,,,,,0.6357714559878973
US3168271043,,411408.3748,,,,,,,,CHINA,,,,,0.5993148962266085
JP3311400000,,409382.5147,,,,,,,,JAPAN,,,,,0.5963637454723456
US88034P1093,,406301.8529,,,,,,,,CHINA,,,,,0.5918760232477462
US98426T1060,,406298.6565,,,,,,,,CHINA,,,,,0.5918713669250953
JP3399310006,,318231.6494,,,,,,,,JAPAN,,,,,0.4635806649023604
AU000000APT1,,275192.0545,,,,,,,,AUSTRALIA,,,,,0.40088318004034645
JP3206000006,,274392.5122,,,,,,,,JAPAN,,,,,0.3997184550617014
JP3922950005,,247202.8133,,,,,,,,JAPAN,,,,,0.36011014231744126
GB0030927254,,233235.3343,,,,,,,,UNITED KINGDOM,,,,,0.3397631617011576
FR0011981968,,219884.7728,,,,,,,,FRANCE,,,,,0.320314869274371
JP3921290007,,180250.3184,,,,,,,,JAPAN,,,,,0.2625777876282288
DE000A12UKK6,,169903.6389,,,,,,,,GERMANY,,,,,0.2475053692462575
JP3966750006,,160183.2599,,,,,,,,JAPAN,,,,,0.23334530764201733
KYG8918W1069,,138261.4095,,,,,,,,HONG KONG,,,,,0.20141087873313063
US81141R1005,,127677.8697,,,,,,,,CHINA,,,,,0.18599341655815496
US44852D1081,,125521.2983,,,,,,,,CHINA,,,,,0.18285185346910854
CNE1000004J3,,64360.74004,,,,,,,,CHINA,,,,,0.09375684259439712
