ISIN,MCAP,SMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,weight,cap
KYG8569A1067,,,,,,,,,,,,,,,,0
KYG8586D1097,,,,,,,,,,,,,,,,0
MYL4588OO009,,,,,,,,,,,,,,,,0
INE397D01024,,,,,,,,,,,,,,,,0
KR7051910008,,,,,,,,,,,,,,,,0
INE134E01011,,,,,,,,,,,,,,,,0
MYL6888OO001,,,,,,,,,,,,,,,,0
INE528G01027,,,,,,,,,,,,,,,,0
HK0019000162,,,,,,,,,,,,,,,,0
HK0000063609,,,,,,,,,,,,,,,,0
KYG875721634,,,,,,,,,,,,,,,,0
HK0004000045,,,,,,,,,,,,,,,,0
HK0020000177,,,,,,,,,,,,,,,,0
TW0002201001,,,,,,,,,,,,,,,,0
KYG989221000,,,,,,,,,,,,,,,,0
TW0003682001,,,,,,,,,,,,,,,,0
HK0941009539,,,,,,,,,,,,,,,,0
HK0000049939,,,,,,,,,,,,,,,,0
MYL6947OO005,,,,,,,,,,,,,,,,0
TW0004904008,,,,,,,,,,,,,,,,0
KR7032640005,,,,,,,,,,,,,,,,0
MYL6012OO008,,,,,,,,,,,,,,,,0
SG1T75931496,,,,,,,,,,,,,,,,0
SG1V12936232,,,,,,,,,,,,,,,,0
TW0003045001,,,,,,,,,,,,,,,,0
MYL2488OO004,,,,,,,,,,,,,,,,0
INE238A01034,,,,,,,,,,,,,,,,0
HK0023000190,,,,,,,,,,,,,,,,0
SG1L01001701,,,,,,,,,,,,,,,,0
TW0002884004,,,,,,,,,,,,,,,,0
INE090A01021,,,,,,,,,,,,,,,,0
SG1S04926220,,,,,,,,,,,,,,,,0
MYL1066OO009,,,,,,,,,,,,,,,,0
TW0002890001,,,,,,,,,,,,,,,,0
KR7316140003,,,,,,,,,,,,,,,,0
MYL1562OO007,,,,,,,,,,,,,,,,0
SG1J27887962,,,,,,,,,,,,,,,,0
