Date,Fixed Income Index,Infrastructure Index,Institutional Managers Index,Solactive Global SuperDividend REIT Index
31-07-2014,1309.302421,1586.304028,1604.531398,1434.909215
01-08-2014,1304.184329,1581.268586,1603.932377,1431.997259
04-08-2014,1301.482756,1589.819534,1614.148584,1430.198698
05-08-2014,1291.910479,1571.390376,1600.869907,1423.518328
06-08-2014,1290.915409,1553.240055,1604.916941,1422.833162
07-08-2014,1295.215673,1566.260556,1611.887673,1423.68962
08-08-2014,1304.870764,1585.987862,1618.910932,1423.603974
11-08-2014,1311.742393,1596.622932,1628.993666,1432.511134
12-08-2014,1311.517633,1592.078988,1624.329396,1431.055156
13-08-2014,1317.075853,1599.350661,1627.967056,1437.735526
14-08-2014,1321.105444,1605.432408,1630.33475,1442.360397
15-08-2014,1320.172537,1611.507295,1630.167836,1444.844125
18-08-2014,1326.008732,1611.103417,1640.602032,1451.267557
19-08-2014,1331.402225,1625.583752,1637.149623,1451.267557
20-08-2014,1331.500864,1630.72686,1639.922596,1453.751285
21-08-2014,1331.308088,1634.533816,1639.33865,1458.376156
22-08-2014,1325.474861,1626.36597,1636.910327,1454.950325
25-08-2014,1324.809238,1634.365004,1643.382822,1454.008222
26-08-2014,1329.568893,1625.268818,1639.451851,1457.519699
27-08-2014,1331.779056,1635.395724,1634.24553,1462.915382
28-08-2014,1332.240649,1638.595055,1633.689051,1460.5173
29-08-2014,1334.415475,1646.833123,1641.681139,1464.37136
01-09-2014,1334.415475,1646.833123,1641.681139,1463.857485
02-09-2014,1330.202948,1634.78322,1641.587127,1460.945529
03-09-2014,1335.344687,1637.990935,1641.396604,1466.940733
04-09-2014,1331.854827,1629.912105,1642.109071,1463.943131
05-09-2014,1332.876066,1643.466479,1638.458403,1468.139774
08-09-2014,1331.383103,1636.588456,1641.921777,1458.461802
09-09-2014,1325.524465,1632.040628,1639.962862,1450.924974
10-09-2014,1327.933886,1623.953985,1639.163649,1438.848921
11-09-2014,1322.737694,1627.702035,1643.664391,1438.2494
12-09-2014,1317.483836,1606.813912,1639.199414,1416.666667
15-09-2014,1313.489341,1601.213656,1618.982349,1404.419322
16-09-2014,1318.547127,1620.610884,1617.001481,1407.416924
17-09-2014,1318.438079,1619.672214,1621.274335,1407.245632
18-09-2014,1319.956813,1610.429487,1615.079912,1398.167181
19-09-2014,1318.904739,1617.711159,1599.977407,1390.715999
22-09-2014,1308.774055,1604.443072,1581.445638,1384.20692
23-09-2014,1311.31037,1591.904467,1576.257561,1374.272011
24-09-2014,1314.680546,1586.278965,1585.903156,1374.015074
25-09-2014,1307.810115,1568.568315,1573.177369,1365.536143
26-09-2014,1309.615541,1577.839039,1582.530882,1369.304556
29-09-2014,1308.739278,1585.647321,1567.635432,1364.679685
30-09-2014,1301.494801,1582.803896,1543.25171,1356.200754
01-10-2014,1295.867767,1589.430585,1543.782216,1357.48544
02-10-2014,1288.535345,1588.66253,1542.087941,1355.429942
03-10-2014,1295.96773,1592.726754,1549.15493,1350.890716
06-10-2014,1301.498914,1582.629244,1548.713978,1354.316547
07-10-2014,1298.227312,1563.645999,1540.096469,1353.545735
08-10-2014,1306.692377,1573.52476,1538.984265,1363.480644
09-10-2014,1297.237584,1545.789513,1525.348151,1365.964371
10-10-2014,1279.797427,1530.486236,1496.036778,1358.170606
13-10-2014,1259.184974,1514.136606,1477.405879,1361.082563
14-10-2014,1255.31236,1512.160082,1473.334537,1363.480644
15-10-2014,1244.945119,1528.080956,1445.415028,1360.054813
16-10-2014,1261.548059,1567.223057,1497.255929,1365.193559
17-10-2014,1270.448666,1560.98597,1517.380225,1366.906475
20-10-2014,1269.821784,1593.007118,1524.025307,1378.811237
21-10-2014,1286.701586,1607.717614,1537.844459,1391.829394
22-10-2014,1288.075746,1606.743267,1536.412545,1390.030832
23-10-2014,1294.160021,1620.640509,1525.799201,1395.34087
24-10-2014,1298.596521,1623.863967,1534.16836,1397.225077
27-10-2014,1292.862213,1606.491198,1535.932132,1402.963344
28-10-2014,1297.843876,1627.881091,1541.554156,1414.439877
29-10-2014,1298.229251,1629.735559,1549.531346,1409.129839
30-10-2014,1300.541789,1635.489662,1549.665682,1412.898253
31-10-2014,1305.633083,1635.330225,1563.045821,1420.606372
03-11-2014,1307.986104,1644.140696,1559.321611,1419.23604
04-11-2014,1301.739967,1628.902468,1548.172241,1416.495375
05-11-2014,1303.962871,1654.572934,1552.504053,1418.636519
06-11-2014,1304.640822,1635.059816,1544.235399,1408.016444
07-11-2014,1301.444764,1647.017053,1567.401654,1411.870504
10-11-2014,1297.348374,1645.593248,1567.452177,1415.467626
11-11-2014,1301.84271,1639.546068,1564.044784,1417.951353
12-11-2014,1300.414638,1623.465232,1566.205147,1415.296334
13-11-2014,1296.984882,1598.16619,1562.106108,1416.067146
14-11-2014,1297.306427,1602.415549,1560.910227,1416.238438
17-11-2014,1291.58905,1609.102728,1558.403881,1415.553272
18-11-2014,1293.493204,1618.504277,1561.350327,1419.83556
19-11-2014,1297.569553,1615.981777,1558.172029,1409.643714
20-11-2014,1300.772061,1621.821266,1565.146769,1410.157588
21-11-2014,1304.531412,1625.776543,1555.056185,1415.981501
24-11-2014,1305.175353,1613.851026,1558.601433,1417.951353
25-11-2014,1304.351087,1606.881941,1562.520425,1421.120247
26-11-2014,1308.613777,1618.004829,1564.920873,1431.312093
27-11-2014,1308.613777,1618.004829,1564.920873,1432.339842
28-11-2014,1312.496248,1593.036299,1561.395874,1431.740322
01-12-2014,1299.610469,1557.276683,1527.291209,1429.599178
02-12-2014,1300.670722,1576.811997,1530.258815,1435.508736
03-12-2014,1298.800279,1594.426925,1532.949466,1433.025009
04-12-2014,1296.150715,1585.297381,1532.639419,1426.258993
05-12-2014,1287.975719,1568.462557,1528.680903,1414.525522
08-12-2014,1278.658563,1535.774159,1486.63008,1405.275779
09-12-2014,1272.440735,1563.675102,1499.551163,1413.069544
10-12-2014,1259.752218,1530.451458,1471.697488,1404.590613
11-12-2014,1261.934794,1522.505822,1453.461027,1409.215485
12-12-2014,1248.37836,1497.839534,1425.13551,1402.02124
15-12-2014,1228.750595,1456.537944,1418.300004,1385.320315
16-12-2014,1215.440423,1476.034618,1397.067184,1383.264817
17-12-2014,1235.116929,1518.26557,1421.64224,1406.132237
18-12-2014,1251.051304,1532.487888,1469.449693,1414.011648
19-12-2014,1256.526394,1534.861695,1482.861271,1419.83556
22-12-2014,1255.786377,1530.69565,1466.690791,1430.96951
23-12-2014,1258.621206,1540.466687,1475.376342,1426.772867
24-12-2014,1262.076356,1547.627809,1475.414487,1425.745118
25-12-2014,1262.076356,1547.627809,1475.414487,1425.745118
26-12-2014,1261.867649,1560.021273,1472.632551,1429.599178
29-12-2014,1253.408686,1571.724564,1462.504273,1434.224049
30-12-2014,1249.82157,1540.275304,1466.873572,1432.254197
31-12-2014,1243.476884,1523.901738,1465.975484,1416.837958
01-01-2015,1243.476884,1523.901738,1465.975484,1416.837958
02-01-2015,1246.256275,1552.638471,1477.827931,1426.173347
05-01-2015,1234.95766,1524.460428,1473.300093,1424.803015
06-01-2015,1233.004982,1523.59331,1449.422975,1429.599178
07-01-2015,1240.925158,1532.247983,1458.910583,1440.818774
08-01-2015,1253.318801,1548.381055,1474.846803,1449.38335
09-01-2015,1250.310052,1542.29658,1474.641002,1450.924974
12-01-2015,1248.914366,1525.969049,1471.072746,1454.436451
13-01-2015,1250.327082,1516.838029,1460.18443,1452.295307
14-01-2015,1243.300328,1529.522252,1443.010954,1451.524495
15-01-2015,1244.582512,1531.151663,1430.946036,1452.723535
16-01-2015,1252.405105,1560.132203,1434.844531,1459.403905
19-01-2015,1252.405105,1560.132203,1434.844531,1463.172319
20-01-2015,1252.422157,1564.766881,1428.69654,1455.892429
21-01-2015,1256.41514,1584.818893,1441.332274,1457.177115
22-01-2015,1263.301084,1581.984055,1455.554667,1473.792395
23-01-2015,1265.288021,1590.625811,1453.152171,1474.306269
26-01-2015,1261.94279,1606.587623,1457.525548,1486.467968
27-01-2015,1261.125169,1613.884289,1455.395129,1485.440219
28-01-2015,1255.386705,1587.348076,1441.611792,1480.301473
29-01-2015,1260.953664,1607.379202,1443.204645,1476.961288
30-01-2015,1256.584781,1576.528983,1440.916981,1464.799589
02-02-2015,1258.921715,1595.116901,1443.415949,1462.572799
03-02-2015,1267.713563,1616.009509,1482.968797,1483.384721
04-02-2015,1265.380969,1590.818294,1473.826085,1473.449812
05-02-2015,1268.907772,1616.522198,1495.738756,1487.581363
06-02-2015,1267.153592,1581.728151,1514.880899,1463.514902
09-02-2015,1264.826953,1565.056715,1495.98002,1458.547448
10-02-2015,1266.708992,1566.351103,1482.743938,1455.892429
11-02-2015,1265.40905,1540.026248,1471.323848,1455.207263
12-02-2015,1271.605045,1548.853563,1490.099778,1470.195272
13-02-2015,1272.480098,1543.141533,1503.726445,1473.87804
16-02-2015,1272.480098,1543.141533,1503.726445,1471.822542
17-02-2015,1268.346914,1539.835597,1514.335534,1471.65125
18-02-2015,1271.325835,1560.791804,1511.087011,1473.107229
19-02-2015,1267.323891,1551.8728,1516.537002,1462.401507
20-02-2015,1273.668997,1550.569844,1520.594499,1469.852689
23-02-2015,1274.558738,1553.562985,1524.017673,1476.447413
24-02-2015,1278.272865,1555.951324,1524.604128,1466.255567
25-02-2015,1279.110426,1543.196368,1527.027032,1472.935937
26-02-2015,1279.00881,1535.973456,1521.700585,1465.484755
27-02-2015,1281.77013,1537.222344,1523.265162,1473.021583
02-03-2015,1281.248701,1513.534992,1529.78269,1473.364166
03-03-2015,1281.458126,1527.629731,1532.768939,1471.137376
04-03-2015,1282.682987,1517.467378,1529.259762,1464.37136
05-03-2015,1286.372857,1528.153901,1536.57872,1462.915382
06-03-2015,1276.612329,1490.872961,1537.094577,1430.712573
09-03-2015,1272.898733,1473.863312,1527.141872,1426.002055
10-03-2015,1265.173901,1465.569987,1514.252861,1420.349435
11-03-2015,1265.181154,1462.051834,1515.38212,1417.180541
12-03-2015,1267.578342,1481.97378,1518.804268,1433.110654
13-03-2015,1261.117562,1470.254951,1519.276547,1429.513532
16-03-2015,1264.079418,1477.820321,1512.880251,1437.307297
17-03-2015,1260.433751,1473.432948,1509.418206,1441.332648
18-03-2015,1270.92554,1508.563524,1511.359236,1458.633094
19-03-2015,1267.045592,1491.247196,1509.615652,1459.232614
20-03-2015,1273.518898,1514.693738,1523.567155,1486.63926
23-03-2015,1276.080018,1520.875104,1525.606126,1490.49332
24-03-2015,1275.903144,1506.528605,1526.350025,1486.211031
25-03-2015,1277.064776,1493.422991,1528.74064,1474.134978
26-03-2015,1275.775788,1491.977761,1528.464339,1465.142172
27-03-2015,1277.33383,1494.981166,1522.648283,1462.487153
30-03-2015,1278.679797,1499.196735,1525.173362,1462.74409
31-03-2015,1277.236917,1507.052946,1518.321876,1462.915382
01-04-2015,1277.223526,1508.335451,1515.167129,1467.797191
02-04-2015,1278.351858,1515.015853,1520.343317,1471.223022
03-04-2015,1278.351858,1515.015853,1520.343317,1471.223022
06-04-2015,1285.05515,1528.985204,1529.101177,1485.01199
07-04-2015,1287.541756,1514.409272,1529.789574,1472.764645
08-04-2015,1290.952569,1513.399322,1520.514022,1477.646454
09-04-2015,1292.588419,1508.43216,1525.37548,1464.799589
10-04-2015,1291.339755,1513.099371,1520.601455,1475.077081
13-04-2015,1290.301671,1507.304552,1523.535152,1467.540254
14-04-2015,1293.803108,1523.490998,1526.404585,1472.336417
15-04-2015,1297.042884,1532.430484,1529.32614,1467.026379
16-04-2015,1296.361932,1524.802042,1536.896987,1479.873244
17-04-2015,1291.668029,1517.60484,1531.549694,1476.190476
20-04-2015,1291.606069,1536.215554,1536.907087,1477.475163
21-04-2015,1294.397323,1523.967493,1530.255956,1473.621103
22-04-2015,1295.922682,1527.183324,1538.30819,1471.479959
23-04-2015,1302.067541,1541.724369,1549.769905,1473.535457
24-04-2015,1303.872973,1551.976943,1546.563157,1477.646454
27-04-2015,1303.71781,1536.202547,1539.292724,1478.759849
28-04-2015,1307.155964,1549.95021,1544.749218,1479.273724
29-04-2015,1305.609696,1548.314681,1542.040349,1465.142172
30-04-2015,1304.323944,1534.607903,1536.615185,1442.959918
01-05-2015,1307.072024,1539.289045,1535.426376,1445.614937
04-05-2015,1304.521728,1544.51694,1524.043756,1451.695786
05-05-2015,1300.707172,1524.201953,1509.684165,1437.992463
06-05-2015,1297.984276,1512.690979,1491.968832,1428.400137
07-05-2015,1301.064115,1506.729014,1489.307504,1419.749914
08-05-2015,1304.493808,1512.254035,1486.583378,1431.483385
11-05-2015,1302.228857,1506.798681,1499.76091,1423.261391
12-05-2015,1303.161338,1504.475161,1499.021268,1426.944159
13-05-2015,1302.565401,1499.986119,1505.501698,1424.546077
14-05-2015,1308.774731,1512.426548,1507.820279,1438.163755
15-05-2015,1308.838872,1521.309505,1516.69262,1446.385749
18-05-2015,1309.284606,1526.267213,1520.216461,1443.302501
19-05-2015,1310.794608,1523.446507,1524.01942,1433.538883
20-05-2015,1313.081758,1522.653781,1523.328154,1433.710175
21-05-2015,1311.260336,1524.401459,1520.353329,1431.740322
22-05-2015,1308.757583,1524.259845,1523.884862,1428.057554
25-05-2015,1308.757583,1524.259845,1523.884862,1427.201096
26-05-2015,1302.351113,1516.934872,1520.981307,1415.724563
27-05-2015,1307.630872,1520.780742,1522.48078,1420.092497
28-05-2015,1307.289964,1521.828237,1531.161131,1416.752312
29-05-2015,1305.790911,1525.599297,1526.276928,1413.926002
01-06-2015,1305.317434,1516.571748,1522.739036,1418.893457
02-06-2015,1304.172224,1505.012064,1531.362712,1411.870504
03-06-2015,1303.454398,1485.298211,1540.990706,1400.222679
04-06-2015,1298.714809,1473.12725,1528.611483,1392.428914
05-06-2015,1292.765725,1465.462011,1529.614701,1375.214114
08-06-2015,1288.000125,1462.596073,1518.918436,1372.47345
09-06-2015,1283.564773,1459.202512,1511.544922,1367.591641
10-06-2015,1288.664288,1456.864593,1509.351413,1376.498801
11-06-2015,1290.568319,1464.355302,1514.126432,1386.262419
12-06-2015,1287.433511,1451.006351,1513.797547,1385.83419
15-06-2015,1284.471922,1445.822419,1504.363822,1382.065776
16-06-2015,1286.280949,1446.318237,1507.77676,1380.866735
17-06-2015,1288.369448,1456.321111,1511.56534,1389.003083
18-06-2015,1292.723145,1463.984927,1516.121099,1401.164782
19-06-2015,1291.619924,1447.106869,1512.076924,1399.965742
22-06-2015,1291.589549,1452.355343,1511.097957,1396.111682
23-06-2015,1294.586822,1442.419308,1521.238568,1397.053786
24-06-2015,1292.843957,1433.957572,1518.129709,1386.005481
25-06-2015,1286.799776,1424.457917,1511.036247,1375.642343
26-06-2015,1277.652267,1423.222175,1505.948692,1357.828023
29-06-2015,1262.234203,1412.09148,1483.22892,1338.814663
30-06-2015,1272.80716,1409.543383,1478.435116,1337.187393
01-07-2015,1277.443635,1412.733607,1481.283424,1346.008907
02-07-2015,1275.527259,1430.481822,1485.147328,1346.955173
03-07-2015,1275.527259,1430.481822,1485.147328,1346.955173
06-07-2015,1271.932448,1435.460684,1481.144316,1340.243517
07-07-2015,1273.328898,1459.610635,1477.095453,1367.899831
08-07-2015,1264.881998,1450.457657,1468.695147,1364.036727
09-07-2015,1268.317064,1441.818498,1470.375194,1360.417505
10-07-2015,1277.300355,1449.986008,1478.697711,1360.417505
13-07-2015,1283.937548,1448.624483,1483.559701,1359.461485
14-07-2015,1285.33498,1449.232987,1491.18915,1369.070469
15-07-2015,1285.867267,1446.730443,1492.489767,1363.305078
16-07-2015,1289.263012,1469.119202,1502.08289,1376.7479
17-07-2015,1285.034102,1450.35,1493.12,1369.070469
20-07-2015,1280.967181,1432.33,1478.61,1370.026489
21-07-2015,1279.24935,1423.56,1475.78,1371.938531
22-07-2015,1276.921924,1410.32,1456.37,1362.339302
23-07-2015,1276.168048,1394.37,1439.95,1345.052886
24-07-2015,1264.505813,1394.72,1411.34,1331.980766
27-07-2015,1253.733494,1411.63,1401.1,1333.765989
28-07-2015,1260.296545,1428.13,1413.82,1344.08711
29-07-2015,1265.29914,1445.14,1432.69,1353.696094
30-07-2015,1264.92026,1442.02,1436.51,1351.774298
31-07-2015,1267.769699,1443.13,1435.19,1352.740074
03-08-2015,1267.141154,1429.86,1423.92,1351.627968
04-08-2015,1268.70454,1422.35,1425.9,1354.135083
05-08-2015,1274.458981,1422.69,1428.58,1344.945578
06-08-2015,1267.182902,1428.92,1430.46,1325.971493
07-08-2015,1261.828446,1439.3,1431.8,1326.517791
10-08-2015,1265.204636,1448.6,1454.82,1332.751436
11-08-2015,1259.851116,1453.79,1448.96,1331.971011
12-08-2015,1261.21079,1468.74,1450.63,1331.971011
13-08-2015,1258.683175,1461.4,1451.4,1344.360259
14-08-2015,1258.160482,1477.03,1457.64,1339.521624
17-08-2015,1255.438351,1476.72,1459.06,1345.335791
18-08-2015,1254.451366,1468.36,1456.6,1347.267343
19-08-2015,1250.140312,1460.99,1449.86,1345.335791
20-08-2015,1240.543395,1442.79,1436.7,1335.648764
21-08-2015,1218.863288,1427.85,1415.52,1315.328446
24-08-2015,1177.563852,1382.13,1362.1,1300.812539
25-08-2015,1187.738179,1374.67,1368.57,1259.196371
26-08-2015,1199.277641,1400.81,1384.8,1259.674382
27-08-2015,1215.735054,1423.66,1421.62,1284.599208
28-08-2015,1218.204005,1435.49,1437.69,1282.423773
31-08-2015,1213.827409,1425.04,1440.51,1274.678054
01-09-2015,1206.270227,1392.88,1411.52,1253.5578
02-09-2015,1212.666389,1391.92,1420.07,1259.849977
03-09-2015,1212.171207,1399.41,1432.54,1269.166302
04-09-2015,1204.441928,1387.39,1429.43,1249.655675
07-09-2015,1204.298285,1386.92,1429.53,1249.655675
08-09-2015,1213.438502,1431.68,1445.29,1264.171581
09-09-2015,1210.096487,1424.03,1433.48,1245.753549
10-09-2015,1214.87553,1410.33,1432.08,1247.431463
11-09-2015,1214.477701,1413.38,1427.28,1262.327827
14-09-2015,1211.738888,1424.06,1415.18,1261.362051
15-09-2015,1211.473458,1427.21,1414.15,1263.303358
16-09-2015,1218.210301,1437.8,1433.97,1274.463437
17-09-2015,1228.316273,1449.1,1426.49,1302.334368
18-09-2015,1228.204376,1445.21,1406.38,1290.627992
21-09-2015,1227.074044,1449.37,1411.82,1298.432243
22-09-2015,1218.521166,1435.13,1405.22,1287.691642
23-09-2015,1216.207531,1425.47,1401.79,1285.750335
24-09-2015,1214.46985,1430.17,1401.64,1286.84293
25-09-2015,1211.374816,1433.82,1401.86,1281.457997
28-09-2015,1192.737258,1407.45,1338.44,1261.362051
29-09-2015,1180.830367,1383.73,1301.59,1256.484394
30-09-2015,1190.235925,1417,1326.37,1266.239708
01-10-2015,1192.516712,1414.39,1376.86,1252.582269
02-10-2015,1199.259581,1433.38,1356.53,1260.38652
05-10-2015,1214.783616,1468.73,1371.12,1293.544831
06-10-2015,1219.892191,1473.73,1382.4,1292.842448
07-10-2015,1228.191762,1486.97,1409.54,1301.866113
08-10-2015,1239.341638,1505.65,1415.65,1315.016276
09-10-2015,1245.49471,1502.74,1407.21,1310.138619
12-10-2015,1245.780337,1507.49,1396.55,1316.967339
13-10-2015,1238.072666,1494.17,1386.67,1305.260962
14-10-2015,1237.367951,1500.24,1381.15,1305.260962
15-10-2015,1245.851207,1514.69,1386.06,1313.055458
16-10-2015,1256.594869,1516.42,1391.31,1319.884177
19-10-2015,1259.398743,1509.26,1390.5,1317.94287
20-10-2015,1258.023986,1518.07,1394.85,1330.70282
21-10-2015,1258.041956,1509.3,1383.02,1330.624778
22-10-2015,1267.145358,1513.92,1389.34,1327.698183
23-10-2015,1267.570586,1495.61,1398.6,1325.737365
26-10-2015,1265.3511,1497.64,1388.16,1326.722652
27-10-2015,1260.759635,1482.53,1364.9,1302.334368
28-10-2015,1263.655786,1490.95,1384.83,1314.040744
29-10-2015,1259.321646,1497.76,1372.96,1303.309899
30-10-2015,1264.230791,1501.04,1378.05,1285.750335
02-11-2015,1268.147375,1503.18,1395.6,1299.407774
03-11-2015,1273.727377,1514.75,1407.17,1299.993093
04-11-2015,1272.463957,1513.75,1404.11,1279.9947
05-11-2015,1273.768067,1500,1423.42,1280.872678
06-11-2015,1264.486858,1459.52,1440.62,1264.288645
09-11-2015,1252.681792,1450.48,1433.86,1240.875892
10-11-2015,1252.9229,1452.31,1429.87,1253.460247
11-11-2015,1251.18574,1442.58,1420.28,1254.533331
12-11-2015,1240.271155,1410.71,1419.04,1248.680143
13-11-2015,1235.081736,1413.03,1418.23,1239.900361
16-11-2015,1238.190299,1436.85,1437.86,1234.047173
17-11-2015,1237.676598,1420.16,1433.53,1252.367652
18-11-2015,1240.308002,1431.16,1438.48,1260.38652
19-11-2015,1243.965413,1427.03,1451.82,1268.19077
20-11-2015,1243.991478,1422.87,1448.15,1267.215239
23-11-2015,1239.873244,1413.99,1459.99,1267.312792
24-11-2015,1240.479852,1420.56,1467.22,1267.605452
25-11-2015,1241.898796,1419.55,1484.19,1265.06907
26-11-2015,1242.091312,1419.66,1483.82,1265.06907
27-11-2015,1240.969557,1425.62,1492.27,1273.068427
30-11-2015,1240.274868,1428.3,1510.6,1283.799272
01-12-2015,1247.529185,1429.24,1508.32,1276.970553
02-12-2015,1238.648159,1401.55,1504.38,1259.801201
03-12-2015,1231.764361,1378.5,1493.82,1240.875892
04-12-2015,1235.335711,1376.35,1503.57,1240.875892
07-12-2015,1225.598609,1333.69,1464.06,1235.022704
08-12-2015,1223.343059,1329.72,1448.3,1224.291859
09-12-2015,1222.626042,1352.46,1421.34,1221.365265
10-12-2015,1219.827386,1326.63,1435.18,1225.345433
11-12-2015,1200.158214,1301.32,1385.24,1214.536546
14-12-2015,1187.690983,1292.15,1323.67,1194.29427
15-12-2015,1202.666426,1298.63,1380.65,1206.205508
16-12-2015,1222.105029,1319.24,1404.65,1216.292502
17-12-2015,1224.597123,1306.42,1405.43,1241.851424
18-12-2015,1226.046032,1295.25,1391.78,1237.939543
21-12-2015,1229.03786,1303.57,1394.85,1240.875892
22-12-2015,1230.811677,1349.71,1398.72,1240.875892
23-12-2015,1243.157412,1384.59,1439.19,1254.679661
24-12-2015,1249.136094,1385.74,1449.15,1254.679661
25-12-2015,1249.136094,1385.74,1449.15,1254.679661
28-12-2015,1241.904955,1374.31,1415.11,1246.72908
29-12-2015,1249.069246,1366.57,1415.32,1250.621451
30-12-2015,1242.609504,1355.82,1406.92,1244.778018
31-12-2015,1245.543203,1367.69,1409.53,1233.071641
01-01-2016,1244.76552,1367.59,1409.47,1233.071641
04-01-2016,1242.200963,1367.78,1425.54,1218.438671
05-01-2016,1246.294866,1371.57,1434.92,1243.070838
06-01-2016,1241.560292,1353.63,1433.21,1240.875892
07-01-2016,1223.157311,1331.79,1394.54,1214.536546
08-01-2016,1216.680107,1332.21,1380.28,1196.976981
11-01-2016,1204.942616,1325.14,1357.01,1198.245172
12-01-2016,1200.974739,1316.13,1337.14,1189.075177
13-01-2016,1184.096181,1287.646492,1281.667796,1161.662746
14-01-2016,1186.856409,1312.48065,1279.541771,1173.564228
15-01-2016,1162.779291,1276.55205,1267.950468,1130.640848
18-01-2016,1163.297791,1276.75558,1267.64505,1130.640848
19-01-2016,1154.649643,1256.108253,1252.977795,1130.250636
20-01-2016,1130.92339,1217.408396,1228.925349,1118.612547
21-01-2016,1145.95901,1231.611767,1251.394585,1113.081284
22-01-2016,1168.37611,1286.024689,1293.740002,1146.24935
25-01-2016,1163.478061,1259.189349,1274.626135,1133.372336
26-01-2016,1184.636823,1295.116004,1299.028188,1155.029132
27-01-2016,1180.092916,1284.351167,1295.831689,1155.029132
28-01-2016,1193.759405,1310.609747,1301.247311,1155.029132
29-01-2016,1206.20189,1332.097298,1312.092529,1155.029132
01-02-2016,1207.234789,1332.519414,1317.309817,1189.162975
02-02-2016,1198.04812,1314.522372,1289.918784,1179.417416
03-02-2016,1208.45441,1328.715128,1299.430151,1196.967226
04-02-2016,1215.182239,1325.847809,1313.393206,1203.805701
05-02-2016,1207.987629,1316.55494,1308.326518,1196.00145
08-02-2016,1193.172228,1287.139173,1278.484349,1160.882321
09-02-2016,1179.936483,1267.778356,1247.746115,1135.518505
10-02-2016,1176.877839,1276.701888,1234.81868,1150.151476
11-02-2016,1167.067742,1240.540295,1209.513453,1115.032347
12-02-2016,1175.301492,1265.765744,1234.09323,1133.284538
15-02-2016,1174.964756,1265.940505,1235.08399,1133.284538
16-02-2016,1183.262996,1286.051792,1251.593324,1155.926621
17-02-2016,1200.405915,1296.660092,1284.245611,1182.01233
18-02-2016,1198.288478,1296.318588,1285.004927,1182.01233
19-02-2016,1199.925025,1279.704598,1267.140547,1188.197199
22-02-2016,1209.313134,1304.585077,1267.664135,1212.585483
23-02-2016,1206.725792,1283.278453,1267.612376,1207.707826
24-02-2016,1208.997378,1289.18853,1271.205909,1207.707826
25-02-2016,1218.927782,1297.344392,1290.965978,1207.707826
26-02-2016,1224.315931,1288.190703,1309.432284,1238.92483
29-02-2016,1222.13766,1296.761087,1343.194151,1231.120579
01-03-2016,1237.398194,1308.648116,1347.821926,1227.228209
02-03-2016,1240.712453,1320.377657,1363.562638,1246.651038
03-03-2016,1245.659806,1345.68689,1378.557904,1261.362051
04-03-2016,1251.627005,1359.852145,1387.335724,1269.058993
07-03-2016,1253.930013,1377.037448,1403.326695,1275.995021
08-03-2016,1251.824197,1370.175456,1374.143614,1267.068909
09-03-2016,1253.307646,1384.957965,1372.925746,1269.263855
10-03-2016,1254.262294,1375.922089,1368.555457,1271.117365
11-03-2016,1262.419692,1387.13346,1386.836674,1291.603523
14-03-2016,1259.825442,1385.184032,1393.811707,1283.701719
15-03-2016,1256.337187,1386.926547,1388.538204,1273.45864
16-03-2016,1268.481338,1418.916332,1399.561488,1298.227381
17-03-2016,1277.511852,1437.403283,1421.319283,1319.308614
18-03-2016,1286.937676,1438.20207,1424.039822,1321.406006
21-03-2016,1295.610865,1429.501378,1434.994068,1321.844995
22-03-2016,1291.84907,1435.536869,1437.835664,1322.810771
23-03-2016,1287.054975,1416.580382,1412.66059,1305.260962
24-03-2016,1274.427257,1428.153066,1425.008903,1305.260962
25-03-2016,1274.427257,1428.153066,1425.008903,1305.260962
28-03-2016,1276.80017,1411.399771,1419.453397,1318.918401
29-03-2016,1286.348454,1434.710989,1439.537435,1316.967339
30-03-2016,1291.406061,1435.664811,1434.829873,1334.819562
31-03-2016,1295.347389,1439.640176,1447.624426,1348.613576
01-04-2016,1295.475317,1422.782797,1465.882539,1345.257748
04-04-2016,1288.367334,1412.431286,1441.836272,1325.747121
05-04-2016,1277.789902,1398.638297,1438.739146,1333.444063
06-04-2016,1287.060482,1410.180319,1454.023774,1326.722652
07-04-2016,1280.852381,1407.198681,1443.083251,1325.747121
08-04-2016,1287.428444,1429.185041,1454.667422,1338.429028
11-04-2016,1291.794042,1430.236635,1456.983825,1344.71145
12-04-2016,1298.491833,1454.315317,1476.183617,1355.988593
13-04-2016,1302.399304,1456.191297,1485.057104,1355.988593
14-04-2016,1301.024264,1453.626478,1475.032893,1362.817313
15-04-2016,1302.615831,1450.988895,1473.095685,1373.548158
18-04-2016,1310.770732,1463.860163,1472.030912,1370.621563
19-04-2016,1314.946486,1479.844561,1482.600832,1395.009847
20-04-2016,1318.157604,1474.676023,1486.078637,1385.156981
21-04-2016,1316.004703,1458.165875,1475.334585,1365.734151
22-04-2016,1318.583665,1477.984774,1488.814881,1349.911033
25-04-2016,1314.465256,1478.76199,1490.908179,1360.476037
26-04-2016,1320.586155,1490.513988,1500.657323,1364.768375
27-04-2016,1322.163277,1514.386879,1500.654366,1365.743907
28-04-2016,1320.997693,1498.353123,1475.735156,1377.450283
29-04-2016,1325.642052,1492.198222,1481.87338,1364.768375
02-05-2016,1326.381062,1491.300045,1456.81155,1372.08486
