ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,REIT,Sector,Industry,Company Name,Normalized AFFO Growth,ROE,Debt/Equity,AISC,ROE Rank,ROE Percentile,Winzorized ROE,Debt/Equity Rank,Debt/Equity Percentile,Winzorized Debt/Equity,AISC Rank,AISC Percentile,Winzorized AISC,Z-ROE,Modified Z-ROE,Z-Debt/Equity,Modified Z-Debt/Equity,Z-AISC,Modified Z-AISC,Flag,Quality Score,Weight
AU000000RSG6,,,,,,,,,,,,,,,,,,9.530322399,7.560114699,1151.8990119999999,6,83.87096774193549,9.530322399,20,38.70967741935484,7.560114699,6.0,73.68421052631578,1151.8990119999999,1.0318539656106755,2.0318539656106758,0.7096621629594378,1.7096621629594377,-0.6609779862994125,0.6020549388664428,1,1.4478570224788523,3.7237535141838447
CA4035301080,,,,,,,,,,,,,,,,,,1.386122298,10.2656516,1203.5657,15,54.83870967741935,1.386122298,19,41.935483870967744,10.2656516,5.0,78.94736842105263,1203.5657,0.11245319567272734,1.1124531956727273,0.6183404588724175,1.6183404588724175,-1.0187903716475488,0.49534613105168174,1,1.0753799285322754,2.7657770938589494
CA38119T8077,,,,,,,,,,,,,,,,,,-26.211844,88.33084817,1214.537143,31,3.225806451612903,-11.73366528,3,93.54838709677419,84.05251375,4.0,84.21052631578947,1214.537143,-1.3686428789625749,0.42218268058964753,-1.8722343280696783,0.3481610083923977,-1.0947719826720657,0.4773789263327898,1,0.4159075384382784,1.0696754816187057
GB0031544546,,,,,,,,,,,,,,,,,,4.202054713,100.755099,1225.5085179999999,11,67.74193548387096,4.202054713,2,96.7741935483871,84.05251375,3.0,89.47368421052632,1225.5085179999999,0.4303445046210837,1.4303445046210836,-1.8722343280696783,0.3481610083923977,-1.1707531227695078,0.4606696125463461,1,0.7463917085199426,1.9196500099162355
AU000000WGX6,,,,,,,,,,,,,,,,,,-11.73366528,7.552266505,1242.8607789999999,29,9.67741935483871,-11.73366528,21,35.483870967741936,7.552266505,2.0,94.73684210526315,1242.8607789999999,-1.3686428789625749,0.42218268058964753,0.7099270680323719,1.709927068032372,-1.2909244389489658,0.4365050121246172,1,0.8562049202488788,2.2020793705027804
US4132163001,,,,,,,,,,,,,,,,,,-17.18240838,23.46544513,1349.723355,30,6.451612903225806,-11.73366528,14,58.06451612903226,23.46544513,1.0,100.0,1242.8607789999999,-1.3686428789625749,0.42218268058964753,0.1727994506123258,1.1727994506123258,-1.2909244389489658,0.4365050121246172,1,0.6771623811088635,1.7415986227770366
CA8119161054,,,,,,,,,,,,,,,,,,-5.427761879,0.0,0.0,22,32.25806451612903,-5.427761879,31,3.225806451612903,0.0,,,,-0.656767879560012,0.6035848547870025,0.964843512417591,1.9648435124175911,,,0,1.2842141836022969,3.3028793623326425
CA67010B1022,,,,,,,,,,,,,,,,,,-10.20708842,0.0,0.0,27,16.129032258064516,-10.20708842,32,0.0,0.0,,,,-1.1963072385009512,0.4553097046124254,0.964843512417591,1.9648435124175911,,,0,1.2100766085150083,3.112204418965856
AU000000AMI1,,,,,,,,,,,,,,,,,,110.5718541,0.479679194,0.0,1,100.0,16.54768757,27,16.129032258064516,0.479679194,,,,1.8240460607387108,2.824046060738711,0.9486525961543616,1.9486525961543615,,,0,2.3863493284465362,6.137468382519684
CA04016A1012,,,,,,,,,,,,,,,,,,-1.21632368,2.134559337,0.0,18,45.16129032258064,-1.21632368,26,19.35483870967742,2.134559337,,,,-0.18133757643776224,0.8464980882225277,0.8927943764188727,1.8927943764188728,,,0,1.3696462323207004,3.5226026407364857
CA95083R1001,,,,,,,,,,,,,,,,,,10.05849062,6.233739798999999,0.0,5,87.09677419354838,10.05849062,24,25.806451612903224,6.233739798999999,,,,1.0914790071153082,2.091479007115308,0.7544321367422686,1.7544321367422686,,,0,1.9229555719287883,4.945662767397891
CA2652692096,,,,,,,,,,,,,,,,,,5.996119856,7.3688291139999995,0.0,9,74.19354838709677,5.996119856,22,32.25806451612903,7.3688291139999995,,,,0.6328769637131071,1.632876963713107,0.7161187467092384,1.7161187467092383,,,0,1.6744978552111727,4.306652643201163
GB0032360173,,,,,,,,,,,,,,,,,,6.868030313999999,30.18204368,0.0,8,77.41935483870968,6.868030313999999,12,64.51612903225806,30.18204368,,,,0.7313071516334307,1.7313071516334309,-0.05391016293155141,0.9488474778707938,,,0,1.3400773147521123,3.446554136638941
US4227041062,,,,,,,,,,,,,,,,,,-1.685341218,32.28539004,0.0,19,41.935483870967744,-1.685341218,11,67.74193548387096,32.28539004,,,,-0.23428508266353062,0.8101855997822204,-0.12490574750828952,0.8889633662331616,,,0,0.849574483007691,2.185026502992992
US1921085049,,,,,,,,,,,,,,,,,,-5.871702902000001,53.82047408,0.0,23,29.03225806451613,-5.871702902000001,7,80.64516129032258,53.82047408,,,,-0.7068844917860703,0.5858627252237837,-0.8517931063401369,0.5400171307346471,,,0,0.5629399279792153,1.4478291036624935
CA21146A1084,,,,,,,,,,,,,,,,,,-8.432007094,70.01655485,0.0,26,19.35483870967742,-8.432007094,6,83.87096774193549,70.01655485,,,,-0.9959178672198494,0.5010226204312296,-1.3984696994040655,0.4169325133640272,,,0,0.45897756689762836,1.180447586420128
CA16890P1036,,,,,,,,,,,,,,,,,,-0.326343113,84.05251375,0.0,16,51.61290322580645,-0.326343113,4,90.32258064516128,84.05251375,,,,-0.08086744942932324,0.9251828247098941,-1.8722343280696783,0.3481610083923977,,,0,0.6366719165511459,1.6374609162584777
AU000000DCN6,,,,,,,,,,,,,,,,,,-4.043890166000001,125.0297562,0.0,21,35.483870967741936,-4.043890166000001,1,100.0,84.05251375,,,,-0.5005422585476647,0.6664257499604668,-1.8722343280696783,0.3481610083923977,,,0,0.5072933791764322,1.3047113589961046
