ISIN,MCAP,SMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry
US0231351067,," 801,918.94 ",,14,,,,,,,,,,
US02079K3059,," 324,207.14 ",,14,,,,,,,,,,
DE0007236101,," 95,415.76 ",,12,,,,,,,,,,
US30303M1027,," 346,675.84 ",,12,,,,,,,,,,
US01609W1027,," 394,089.73 ",,12,,,,,,,,,,
US79466L3024,," 114,558.75 ",,12,,,,,,,,,,
US0567521085,," 45,401.79 ",,12,,,,,,,,,,
US90184L1026,," 23,575.91 ",,10,,,,,,,,,,
GB00BWFY5505,," 9,048.52 ",,10,,,,,,,,,,
US81762P1021,," 32,984.03 ",,8,,,,,,,,,,
US00724F1012,," 119,661.17 ",,8,,,,,,,,,,
US9858171054,," 2,946.99 ",,8,,,,,,,,,,
US92345Y1064,," 19,229.26 ",,8,,,,,,,,,,
US9892071054,," 9,316.34 ",,8,,,,,,,,,,
US7055731035,," 4,258.51 ",,8,,,,,,,,,,
US92343X1000,," 2,992.07 ",,8,,,,,,,,,,
US2786421030,," 31,397.79 ",,8,,,,,,,,,,
US8486371045,," 17,651.20 ",,8,,,,,,,,,,
US83304A1060,," 5,868.94 ",,8,,,,,,,,,,
US4435731009,," 5,965.23 ",,8,,,,,,,,,,
BMG3922B1072,," 5,499.27 ",,8,,,,,,,,,,
KYG875721634,," 404,337.15 ",,8,,,,,,,,,,
US23355L1061,," 17,372.67 ",,6,,,,,,,,,,
IL0011301780,," 4,949.11 ",,6,,,,,,,,,,
US3032501047,," 6,234.01 ",,6,,,,,,,,,,
CA6837151068,," 9,394.81 ",,6,,,,,,,,,,
US29404K1060,," 2,417.32 ",,6,,,,,,,,,,
US88339J1051,," 4,851.83 ",,6,,,,,,,,,,
US8715031089,," 12,637.20 ",,6,,,,,,,,,,
US98936J1016,," 6,893.50 ",,6,,,,,,,,,,
US7551115071,," 47,012.12 ",,6,,,,,,,,,,
US98138H1014,," 25,920.66 ",,6,,,,,,,,,,
US90138F1021,," 8,098.97 ",,6,,,,,,,,,,
CA82509L1076,," 14,940.58 ",,6,,,,,,,,,,
US32008D1063,," 13,467.93 ",,6,,,,,,,,,,
US69370C1009,," 10,044.65 ",,6,,,,,,,,,,
US04685W1036,," 5,524.03 ",,6,,,,,,,,,,
US31816Q1013,," 3,319.70 ",,6,,,,,,,,,,
GB00B19NLV48,," 23,179.25 ",,6,,,,,,,,,,
US67020Y1001,," 4,377.54 ",,6,,,,,,,,,,
US21925Y1038,," 3,180.29 ",,6,,,,,,,,,,
NZXROE0001S2,," 4,232.97 ",,6,,,,,,,,,,
JP3788600009,," 29,890.89 ",,6,,,,,,,,,,
CA8849037095,," 25,652.04 ",,6,,,,,,,,,,
US48203R1041,," 9,660.86 ",,4,,,,,,,,,,
US09227Q1004,," 3,312.89 ",,4,,,,,,,,,,
US64110L1061,," 140,415.01 ",,4,,,,,,,,,,
US54142L1098,," 4,547.28 ",,4,,,,,,,,,,
KR7005930003,," 222,407.32 ",,4,,,,,,,,,,
US1924461023,," 38,829.62 ",,4,,,,,,,,,,
US34959E1091,," 12,178.05 ",,4,,,,,,,,,,
US7153471005,," 3,199.33 ",,4,,,,,,,,,,
GB00BDD85M81,," 3,561.79 ",,4,,,,,,,,,,
DE000A2GS401,," 2,788.01 ",,3,,,,,,,,,,
US88076W1036,," 5,152.34 ",,3,,,,,,,,,,
US6668071029,," 46,917.33 ",,3,,,,,,,,,,
US5398301094,," 80,637.62 ",,3,,,,,,,,,,
US9285634021,," 16,569.36 ",,3,,,,,,,,,,
US87336U1051,," 8,667.81 ",,3,,,,,,,,,,
US0378331005,," 728,011.28 ",,3,,,,,,,,,,
US4592001014,," 120,769.63 ",,11,,,,,,,,,,
US42824C1099,," 20,196.91 ",,11,,,,,,,,,,
US5949181045,," 819,267.31 ",,10,,,,,,,,,,
US4581401001,," 218,798.16 ",,10,,,,,,,,,,
US68389X1054,," 176,718.37 ",,9,,,,,,,,,,
JP3592200004,," 17,798.88 ",,8,,,,,,,,,,
US9839191015,," 22,660.00 ",,7,,,,,,,,,,
US7475251036,," 62,753.68 ",,6,,,,,,,,,,
US0079031078,," 19,788.26 ",,6,,,,,,,,,,
US67066G1040,," 91,066.90 ",,5,,,,,,,,,,
US2328061096,," 4,611.24 ",,5,,,,,,,,,,
IE00B58JVZ52,," 11,093.15 ",,5,,,,,,,,,,
US74624M1027,," 3,715.28 ",,4,,,,,,,,,,
US8716071076,," 13,453.36 ",,4,,,,,,,,,,
NL0000226223,," 12,946.39 ",,4,,,,,,,,,,
US64110D1046,," 15,395.27 ",,2,,,,,,,,,,
US5951121038,," 38,384.65 ",,1,,,,,,,,,,
KR7000660001,," 43,137.05 ",,1,,,,,,,,,,
TW0003443008,, 882.71 ,,1,,,,,,,,,,
TW0002344009,," 1,797.09 ",,1,,,,,,,,,,
TW0008299009,," 1,546.87 ",,1,,,,,,,,,,
