ISIN,MCAP,SMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,weight
US5797802064,,,,,,,,Pure Play,,,,,,,0.029411764705882353
US25754A2015,,,,,,,,Pure Play,,,,,,,0.029411764705882353
US4001101025,,,,,,,,Pure Play,,,,,,,0.029411764705882353
US71377A1034,,,,,,,,Pure Play,,,,,,,0.029411764705882353
VGG6564A1057,,,,,,,,Pure Play,,,,,,,0.029411764705882353
US85208M1027,,,,,,,,Pure Play,,,,,,,0.029411764705882353
US4778391049,,,,,,,,Pure Play,,,,,,,0.029411764705882353
US4052171000,,,,,,,,Pure Play,,,,,,,0.029411764705882353
US9111631035,,,,,,,,Pure Play,,,,,,,0.029411764705882353
KYG367381053,,,,,,,,Pure Play,,,,,,,0.029411764705882353
US68243Q1067,,,,,,,,Pure Play,,,,,,,0.029411764705882353
CA8676EP1086,,,,,,,,Pure Play,,,,,,,0.029411764705882353
US09523Q1013,,,,,,,,Pure Play,,,,,,,0.029411764705882353
US9024941034,,,,,,,,Quasi Play,,,,,,,0.029411764705882353
US0231351067,,,,,,,,Marginal,,,,,,,0.029411764705882353
US8718291078,,,,,,,,Marginal,,,,,,,0.029411764705882353
US3703341046,,,,,,,,Marginal,,,,,,,0.029411764705882353
US0394831020,,,,,,,,Marginal,,,,,,,0.029411764705882353
US5010441013,,,,,,,,Marginal,,,,,,,0.029411764705882353
US98850P1093,,,,,,,,Marginal,,,,,,,0.029411764705882353
US2058871029,,,,,,,,Marginal,,,,,,,0.029411764705882353
US8326964058,,,,,,,,Marginal,,,,,,,0.029411764705882353
US1696561059,,,,,,,,Marginal,,,,,,,0.029411764705882353
US5132721045,,,,,,,,Marginal,,,,,,,0.029411764705882353
US9120081099,,,,,,,,Marginal,,,,,,,0.029411764705882353
US3434981011,,,,,,,,Marginal,,,,,,,0.029411764705882353
US22410J1060,,,,,,,,Marginal,,,,,,,0.029411764705882353
US1475281036,,,,,,,,Marginal,,,,,,,0.029411764705882353
US9490901041,,,,,,,,Marginal,,,,,,,0.029411764705882353
US89469A1043,,,,,,,,Marginal,,,,,,,0.029411764705882353
US6988131024,,,,,,,,Marginal,,,,,,,0.029411764705882353
US24869P1049,,,,,,,,Marginal,,,,,,,0.029411764705882353
US2423702032,,,,,,,,Marginal,,,,,,,0.029411764705882353
US8685363017,,,,,,,,Marginal,,,,,,,0.029411764705882353
