code,ticker,isin,name,curr,divcurr,sedol,cusip,countryname,sector,industry,subindustry,share,weight
ABCDE,SPYG US Equity,US78464A4094,SPDR S&P 500 Growth ETF,USD,USD,,,United States,,,,,0.3
ABCDE,SPY US Equity,US78462F1030,SPDR S&P 500 ETF,USD,USD,,,United States,,,,,0.15000000000000002
ABCDE,IWO US Equity,US4642876480,iShares Russell 2000 Growth ETF,USD,USD,,,United States,,,,,0.07500000000000001
ABCDE,IWF US Equity,US4642876142,iShares Russell 1000 Growth ETF,USD,USD,,,United States,,,,,0.07500000000000001
ABCDE,SHY US Equity,US4642874576,iShares 1-3 Year Treasury Bond ETF,USD,USD,,,United States,,,,,0.4
