index_id,tickers,date,shares
1,BTC,02/29/2020,86.11400719930770
1,ETH,02/29/2020,518.6838964793250
1,XRP,02/29/2020,206616.4720353310
1,USDT,02/29/2020,21924.63091142860
2,BTC,02/29/2020,90.51670145672540
2,ETH,02/29/2020,3281.588361429410
2,XRP,02/29/2020,3177572.906400180
2,USDT,02/29/2020,900119.7514083430
