index_id,tickers,date,shares
1,BTC,01/31/2019,89.16597000
1,BCH,01/31/2019,89.59849574
1,ETH,01/31/2019,532.7220438
1,XRP,01/31/2019,209092.1089
2,BTC,01/31/2019,151.1324549
2,BCH,01/31/2019,4238.078034
2,ETH,01/31/2019,4674.704221
2,XRP,01/31/2019,1715328.227
