index_id,tickers,date,shares
1,BTC,08/31/2019,85.28779179658410
1,ETH,08/31/2019,512.16344211994600
1,XRP,08/31/2019,204483.38841930300000
1,BCH,08/31/2019,1001.39627660210000
2,BTC,08/31/2019,82.71617596995670
2,ETH,08/31/2019,4488.43718901159000
2,XRP,08/31/2019,3104986.53918325000000
2,BCH,08/31/2019,32094.12952142840000
