index_id,tickers,date,shares
1,BTC,10/31/2018,90.58326916
1,BCH,10/31/2018,91.28876319
1,ETH,10/31/2018,539.2565106
1,XRP,10/31/2018,207642.3376
2,BTC,10/31/2018,164.2821583
2,BCH,10/31/2018,2416.779635
2,ETH,10/31/2018,5248.317378
2,XRP,10/31/2018,2322746.978
