index_id,tickers,date,shares
1,BTC,12/31/2018,89.65112045
1,BCH,12/31/2018,90.09854123
1,ETH,12/31/2018,534.57367100
1,XRP,12/31/2018,209660.12240000
2,BTC,12/31/2018,167.60221320
2,BCH,12/31/2018,3741.64512500
2,ETH,12/31/2018,4925.17381600
2,XRP,12/31/2018,1679001.26100000
