index_id,tickers,date,shares
1,BTC,12/31/2019,86.47839118413110
1,ETH,12/31/2019,520.3178664853560
1,XRP,12/31/2019,206720.6372033850
1,USDT,12/31/2019,19694.98172468130
2,BTC,12/31/2019,83.65744154574610
2,ETH,12/31/2019,4813.137781225380
2,XRP,12/31/2019,3191193.706111870
2,USDT,12/31/2019,608621.272435950
