index_id,tickers,date,shares
1,BTC,09/30/2019,85.22127997802
1,ETH,09/30/2019,512.02924587610
1,XRP,09/30/2019,204469.76257818900
1,USDT,09/30/2019,19443.04802117160
2,BTC,09/30/2019,81.43755097737
2,ETH,09/30/2019,4176.06393925978
2,XRP,09/30/2019,2984525.98279511000
2,USDT,09/30/2019,695087.23646431800
