index_id,tickers,date,shares
1,BTC,11/30/2018,89.82776514
1,BCH,11/30/2018,89.07108848
1,ETH,11/30/2018,547.0945894
1,XRP,11/30/2018,214415.7706
2,BTC,11/30/2018,161.5905761
2,BCH,11/30/2018,3424.973114
2,ETH,11/30/2018,5660.138568
2,XRP,11/30/2018,1719958.702
