index_id,tickers,date,shares
1,BTC,04/30/2019,87.26269330
1,ETH,04/30/2019,522.6515259
1,XRP,04/30/2019,207513.9472
1,LTC,04/30/2019,303.7456082
2,BTC,04/30/2019,127.4620972
2,ETH,04/30/2019,4200.469101
2,XRP,04/30/2019,2304076.473
2,LTC,04/30/2019,9501.620394
