index_id,tickers,date,shares
1,BTC,11/30/2019,86.41972058756310
1,ETH,11/30/2019,519.90147081541600
1,XRP,11/30/2019,207128.29625241600000
1,USDT,11/30/2019,19603.30548855660000
2,BTC,11/30/2019,92.11153459574950
2,ETH,11/30/2019,4545.22668142599000
2,XRP,11/30/2019,2908787.04077387000000
2,USDT,11/30/2019,636465.41853732800000
