index_id,tickers,date,shares
1,BTC,07/31/2019,85.7032425159139000
1,ETH,07/31/2019,514.3282702791760000
1,XRP,07/31/2019,205792.5258376530000000
1,BCH,07/31/2019,86.0577066539021000
2,BTC,07/31/2019,90.8141647749283000
2,ETH,07/31/2019,4098.6042754882300000
2,XRP,07/31/2019,2859297.5794375200000000
2,BCH,07/31/2019,2971.2344313673100000
