index_id,tickers,date,shares
1,BTC,03/31/2019,87.53662261
1,ETH,03/31/2019,523.8731413
1,XRP,03/31/2019,207316.6659
1,LTC,03/31/2019,303.4352167
2,BTC,03/31/2019,146.5167109
2,ETH,03/31/2019,4300.199819
2,XRP,03/31/2019,1909707.065
2,LTC,03/31/2019,9758.924061
