index_id,tickers,date,shares
1,BTC,06/30/2019,85.905657797
1,ETH,06/30/2019,515.232199521
1,XRP,06/30/2019,205679.629198135
1,BCH,06/30/2019,86.280740894
2,BTC,06/30/2019,112.938735605
2,ETH,06/30/2019,4006.119810659
2,XRP,06/30/2019,2645418.967565330
2,BCH,06/30/2019,2611.190995538
