index_id,tickers,date,shares
1,BTC,09/30/2018,88.44520097
1,BCH,09/30/2018,92.09290104
1,ETH,09/30/2018,550.3793571
1,XRP,09/30/2018,231124.4961
2,BTC,09/30/2018,171.9897967
2,BCH,09/30/2018,2449.509221
2,ETH,09/30/2018,4959.311089
2,XRP,09/30/2018,2292936.548
